Phenotype:,Hemoglobin A1c,Mean arterial pressure,Body mass index,Heart rate,Oxygen saturation,Hemoglobin total,Poor (N=223),Fair (N=969),Very good (N=79),Excellent (N=132),Cough (N=413),Diarrhea (N=85),Bristol stool scale,Diabetes (N=40),Allergies (N=124),Heart disease (N=59),Asthma (N=62),Stomach illness (N=261),Intestinal illness (N=103),Arthritis (N=43),Painkillers (N=1184),Antibiotics (N=242),Anti-diarrheal (N=60),Anti-parasitic (N=49),Anti-fungal (N=41),Vitamins (N=335),Anti-hypertensive (N=82),Reserved (N=1666),Nervous (N=950),Openness (N=1550),Cognitive impairment (N=100),Dementia (N=185),Alcohol daily frequency,Cigarette usage (N=82),Cigarette frequency,Mild anxiety (N=395),Moderate anxiety (N=123),Severe anxiety (N=59),Mild depression (N=469),Moderate depression (N=138),Severe depression (N=89),Cat (N=960),Dog (N=1384),Parakeet (N=157),No pets (N=220),Cow (N=535),Goat (N=63),Pig (N=269),Chicken (N=1664),Duck (N=636),Turkey (N=413),Sheep (N=51),Geese (N=82),Horse (N=468),Rabbit (N=176),No farm animals (N=171),Mice (N=820),Bat (N=546),Lizard (N=534),Snake (N=546),Bird (N=660),Possum (N=588),Rat (N=590),Squirrel (N=51),No wild animals (N=591),Beans,Tortillas,Rice,Bread,Milk,Yogurt,Cream/butter,Cheese,Eggs,Vegetables,Fruits,Natural juice,Chicken,Beef/pork,Ham/sausages/hotdog,Fish,Diet diversity score,Number of partners,Living with partner (N=1232),Grades 1-3 (N=920),Grades 4-6 (N=528),Grades >6 (N=129),Friend ties (same building),Friend ties (different building),Betweeness (friendship),Transitivity (friendship),Family ties (same building),Family ties (different building),Transitivity (familial),Betweeness (familial),Degree (all ties),Clustering coefficient(all ties),Betweeness(all ties),Kin percentage (to third degree),Altruism,Risk taking,Washing hands (N=1603),Distance to village center,Distance to main road,Number of churches,Altitude,Travel,Monthly expenditure,Household size,Household wealth index,TV (N=958),No electronics (N=89),Earth/Sand floor (N=594),Ceramic floor (N=151),Glass windows (N=86),Unfinished windows (N=59),Clay/mud walls (N=1256),Cement walls (N=402),Concrete roof (N=37),Sleeping rooms,Spring(protected) (N=1441),Tube well (N=91),Dug well(protected) (N=93)
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB3751|s__GGB3751_SGB5099|t__SGB5099,0.434496304,0.768008522,0.042665523,0.456820723,0.474018933,0.574234148,0.494307385,0.299088842,0.676190936,0.83342408,0.989742451,0.830547349,0.763977324,0.410316476,0.191429944,0.791110397,0.664496569,0.020834702,0.045179201,0.794915774,0.832486741,0.382290812,0.816196633,0.918382519,0.127961629,0.54259991,0.58735063,0.863592172,0.441249499,0.339274536,0.577447158,0.399923489,0.177029033,0.952040776,0.684165542,0.822747344,0.347097696,0.436798957,0.746324959,0.991823186,0.090966994,0.587435871,0.83821656,0.335217767,0.929365772,0.027104167,0.074371302,0.832534582,0.568368906,0.957108185,0.787876609,0.445989592,0.63096061,0.347191492,0.976213773,0.987356166,0.994283582,0.568968167,0.706180822,0.269717627,0.025034986,0.463718481,0.098882012,0.547702626,0.005157039,0.374866356,0.004621548,0.388377048,0.622228349,0.501007164,0.46483654,0.676836277,0.970954374,0.318720623,0.390656475,0.547074021,0.095626951,0.172828881,0.101881923,0.118001758,0.234950519,0.251162736,0.375685199,0.069318391,0.957819607,0.54233025,0.910299181,0.968565384,0.013325395,0.185729147,0.968065251,0.981603546,0.572786468,0.349677303,0.627789268,0.983676927,0.603801704,0.843809139,0.960295081,0.700260038,0.742073215,0.078616563,0.865218655,0.552829893,0.45097082,0.858484976,0.65004571,0.346412504,0.229598832,0.005569195,0.044643173,0.063043168,0.006387099,0.597925474,0.080325898,0.525705389,0.252342357,0.729183345,0.933248806,0.655987749,0.263194911,0.172811633,0.97404038
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis|t__SGB4951,0.211877765,0.092026472,7.32E-08,0.920274487,0.65688126,0.242203277,0.803931369,0.230508705,0.627999585,0.608920467,0.557978185,0.945768169,0.045371077,0.21215125,0.522044346,0.039881002,0.649814641,0.716011673,0.516755212,0.012605617,0.181716763,0.149249649,0.100199914,0.548031416,0.404997848,0.187641416,0.595182722,0.09727631,0.813503408,0.560721228,0.759340551,0.093416265,0.5799172,0.980214714,0.527559778,0.499156693,0.330755967,0.791550758,0.681076189,0.15515847,0.676960415,0.447723333,0.845977101,0.305734108,0.755280883,0.259046836,0.894979376,0.034936995,0.901872443,0.687528076,0.840401318,0.730723748,0.692815186,0.709461709,0.491178663,0.741851511,0.411790001,0.274190867,0.789284104,0.724495844,0.671550174,0.579026768,0.152349194,0.714412653,0.718287027,0.834119244,0.681230071,0.193754175,0.90589448,0.093866995,0.245025184,0.430528165,0.921288525,0.694290227,0.723066773,0.747707261,0.461524715,0.941462904,0.216508663,0.663630932,0.676058145,0.810176557,0.307562787,0.997533939,0.595592936,0.086483421,0.341381039,0.374724983,0.511029425,0.144837425,0.876044081,0.108557876,0.698722335,0.90003579,0.628561505,0.487226294,0.994584666,0.970126532,0.525471966,0.975712658,0.940439645,0.912008521,0.627620068,0.229128597,0.76013967,0.602614761,0.479663235,0.587731788,0.230501939,0.027630661,0.454939118,0.758514927,0.243972152,0.536717398,0.404031071,0.854021075,0.900284816,0.174298875,0.998154508,0.650028497,0.368515178,0.627327985,0.779938627
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium|t__SGB15249,0.157897361,0.334316663,7.47E-10,0.899867306,0.98277701,0.688599052,0.744396662,0.775932934,0.370453441,0.499134109,0.5400157,0.659003263,0.08015968,0.845705729,0.280305276,0.464780122,0.481676065,0.021695119,0.013164244,0.559880217,0.083821086,0.00122738,0.040659369,0.491749239,0.356655675,0.756823204,0.555784393,0.865103346,0.959457861,0.802121442,0.288709252,0.304108459,0.211754447,0.483391769,0.87211192,0.920517923,0.595567728,0.472090413,0.692248626,0.809111286,0.643044987,0.799899487,0.099903177,0.12478266,0.313805367,0.097746547,0.633289103,0.899999009,0.80436936,0.245779492,0.688969008,0.436816563,0.652470283,0.383319836,0.49167682,0.772164893,0.204827299,0.777370659,0.146789243,0.251361616,0.31737893,0.724342823,0.865371263,0.471924775,0.835636347,0.740912377,0.868690557,0.002846698,0.077014998,0.364001279,0.13288352,0.559835048,0.900232219,0.610480111,0.675051587,0.993830533,0.041479357,0.890306408,0.051940959,0.528266544,0.047191094,0.200661409,0.523541031,0.118362709,0.005342635,0.016520342,0.736991664,0.821153829,0.037769765,0.030106134,0.656570914,0.412105003,0.942752491,0.639161754,0.136000101,0.094678418,0.617780679,0.715527611,0.650087861,0.60989502,0.481286218,0.72643316,0.858590916,0.828894787,0.025002207,0.997198702,0.018152226,0.466760119,0.776362146,0.771730994,0.904297915,0.977323716,0.65596084,0.920457485,0.0013115,0.95118656,0.710107197,0.9902819,0.938406187,0.876463472,0.201659541,0.898116532,0.435757179
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_piger|t__SGB15467_group,0.681855602,0.556028329,0.007019301,0.567458746,0.799245835,0.567005576,0.995816153,0.779008854,0.737312217,0.990214384,0.595296151,0.986102889,0.667437905,0.844502987,0.258996412,0.263718484,0.228284017,0.675777227,0.652990456,0.9986569,0.210669084,0.283229126,0.847146006,0.148760871,0.078820615,0.765199208,0.746797572,0.597490067,0.876881319,0.749703088,0.319662232,0.672630978,0.621940298,0.726193121,0.798964207,0.474303286,0.847738752,0.421270318,0.621523696,0.975439168,0.397853989,0.629578104,0.367602772,0.554255882,0.269325227,0.807137992,0.065850985,0.566718562,0.004271251,0.741319483,0.944552285,0.107906608,0.806436691,0.857952807,0.292568183,0.297739157,0.035351968,0.191180688,0.187543808,0.003407262,0.192726381,0.18109901,0.138093298,0.189117223,0.048544059,0.37311961,0.563905706,0.514858142,0.008689361,0.578422944,0.226911539,0.445176793,0.552086152,0.941514261,0.369889743,0.382036992,0.851121086,0.033489479,0.194133853,0.852783357,0.73450041,0.778253723,0.491342394,0.08586262,0.403270469,0.003397564,0.216171715,0.712494935,0.410557986,0.47595986,0.16719529,0.765836852,0.541242204,0.298765972,0.955766897,0.299078975,0.748405991,0.648036581,0.735127825,0.759119867,0.179243132,0.886617574,0.362521096,0.887590255,0.356041926,0.303699168,0.924959667,0.709164966,0.988932509,0.114433482,0.266485418,0.014791491,0.364936086,0.056326054,0.019637833,0.42627141,0.377177325,0.477519805,0.650544022,0.172720882,0.932212002,0.894645188,0.587161122
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacilli_unclassified|f__Bacilli_unclassified|g__GGB4727|s__GGB4727_SGB6548|t__SGB6548,0.616701294,0.144513546,9.09E-05,0.165268944,0.040453727,0.264299717,0.436470843,0.441501159,0.797767159,0.674882103,0.929891527,0.573928694,0.744245392,0.832607158,0.232913261,0.706377464,0.640245726,0.495909056,0.343349762,0.661954062,0.302269219,0.291695607,0.993766931,0.304693116,0.625756247,0.007458265,0.288429307,0.342375102,0.692653621,0.844599049,0.723586128,0.35878705,0.843595819,0.471017623,0.21576623,0.628585071,0.0103317,0.71399222,0.983940945,0.466046828,0.016415227,0.850552219,0.617965114,0.316646635,0.753877306,0.386442221,0.211279046,0.091915203,0.028696291,0.8071158,0.695908579,0.05439945,0.302964924,0.837331991,0.116236417,0.052875183,0.690818766,0.745653365,0.811296194,0.294719798,0.106509522,0.535771934,0.047610712,0.703562045,0.216830259,0.264288493,0.886415612,0.369995643,0.574376766,0.886042614,0.79370305,0.459490681,0.846253684,1,0.730742248,0.505490884,0.09115046,0.175429003,0.464106984,0.928509322,0.041186471,0.283356818,0.428335633,0.871393201,0.96733762,0.268002102,0.702664441,0.105561588,0.106684162,0.561831999,0.662988064,0.374908206,0.117018048,0.383803132,0.936877703,0.017017586,0.710902413,0.987581478,0.999736222,0.663378578,0.215417538,0.862163397,0.183857653,0.432416507,0.310740275,0.414204716,0.327275602,0.066212389,0.952748482,0.030409178,0.971472496,0.796668962,0.056176095,0.721564362,0.849815711,0.857595812,0.544892199,0.633365354,0.222519905,0.412093462,0.297153853,0.760037897,0.34239771
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9686|s__GGB9686_SGB15190|t__SGB15190,0.31569548,0.436159082,5.03E-11,0.059165619,0.295641016,0.764787816,0.038236936,0.16752549,0.100411721,0.16435447,0.948744901,0.193909321,0.40435627,0.019240922,0.003347457,0.067674825,0.116754459,0.000894461,0.004861629,0.822621411,0.330395582,0.010886002,0.459690233,0.206641225,0.98828705,0.702068255,0.772667354,0.106570543,0.993048898,0.300133617,0.992210603,0.00715203,0.316429968,0.977228907,0.362499625,0.478637404,0.345089849,0.03595623,0.094830535,0.217916351,0.687657073,0.40232265,0.024562792,0.681056717,0.4274903,0.087573883,0.139522886,0.773699195,0.613694887,0.930681012,0.613406288,0.197544116,0.927084285,0.304829523,0.561411413,0.421727953,0.652302298,0.728656971,0.842844567,0.694161777,0.493302403,0.706728711,0.129289058,0.672896406,0.002058634,0.234708215,0.661644496,0.953441117,0.26569433,0.057393035,0.678743842,0.018584414,0.112126168,0.908060611,0.016387739,0.180320007,0.001086514,0.957462506,0.078093151,0.067907419,0.017912707,0.050544399,0.054165319,0.408893878,0.52006862,0.467417607,0.096228564,0.808354738,0.427055136,0.530453731,0.756480821,0.397965206,0.683471135,0.70197297,0.706275567,0.47528794,0.888591275,0.76225111,0.027059044,0.791936645,0.184803955,0.392470303,0.232357374,0.577514667,0.886173014,0.081968408,0.011051336,0.054598707,0.061132968,1.08E-06,0.047837373,0.025364242,0.001940613,0.003460443,0.123095353,0.192208257,0.189024655,0.107016217,0.943669712,0.353361719,0.810585636,0.209857219,0.814590562
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB4394,0.511698158,0.916629358,3.95E-09,0.942040762,0.152965249,0.919499058,0.343166881,0.822048368,0.916303146,0.250315137,0.635635802,0.71536558,0.329490961,0.461301908,0.912817471,0.793232507,0.685152107,0.840556526,0.822253433,0.306772064,0.622135081,0.787103135,0.507632838,0.444931826,0.273733692,0.13393888,0.935120234,0.822222931,0.399403059,0.902598971,0.241803427,0.593746772,0.969783891,0.815477223,0.847615922,0.764078793,0.783161598,0.594920468,0.253969976,0.331036305,0.534899526,0.797507531,0.523915072,0.386005136,0.87178917,0.964853603,0.061567307,0.936282939,0.972414098,0.928024301,0.470570412,0.175493776,0.24082834,0.746558141,0.495553014,0.715805691,0.265818298,0.88225446,0.524967053,0.547548622,0.763414011,0.560107083,0.78192858,0.65182647,0.186664602,0.809104451,0.792435689,0.78348549,0.082946007,0.759495303,0.995976212,0.356988646,0.85936249,0.443968304,0.520460719,0.457160134,0.957612971,0.761492679,0.37569775,0.294755384,0.993854702,0.343872427,0.61716821,0.883345644,0.64783065,0.339440264,0.96031627,0.911029348,0.118746727,0.143427433,0.662230541,0.980515549,0.507769147,0.819853999,0.553778042,0.050446934,0.70846398,0.405085636,0.797273292,0.794202642,0.440270187,0.484722071,0.733902684,0.717948975,0.067903736,0.291564477,0.238799413,0.940207635,0.699127325,0.531890737,0.766770812,0.533942876,0.097251541,0.568375665,0.400922732,0.733376903,0.55860997,0.248106815,0.936021567,0.238930239,0.473126718,0.114497502,0.882403671
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_unclassified_SGB4894|t__SGB4894,0.769222989,0.10417374,9.59E-09,0.590132312,0.445603365,0.973491655,1,0.987269657,0.191827024,0.730519185,0.466169998,0.811670069,0.0313104,0.675097833,0.286140373,0.224061006,0.410464559,0.039912707,0.158236714,0.325124781,0.752427029,0.064805509,0.259040529,0.319398736,0.405703152,0.614863545,0.345386574,0.377234673,0.671208046,0.697767749,0.883309783,0.595181341,0.223595592,0.050086693,0.183660802,0.715158518,0.836029071,0.83889021,0.258893552,0.490554581,0.692528922,0.360395747,0.219376459,0.048655301,0.264269201,0.27014653,0.366105491,0.793080089,0.028863602,0.754729482,0.337928007,0.210113353,0.888727572,0.425955791,0.308319678,0.510277362,0.866416197,0.760690108,0.17977537,0.778551548,0.791175254,0.709982458,0.355057959,0.611201098,0.279523541,0.317193928,0.610802151,0.081003946,0.416382259,0.118135066,0.012933244,0.13902796,0.396432084,0.527183526,0.031782076,0.057716202,0.002307939,0.357228768,0.52901633,0.992909804,0.021936418,0.001641577,0.051703313,0.906428133,0.71833365,0.035154935,0.025946438,0.657516722,0.455070757,0.854940923,0.286729923,0.707780756,0.454477832,0.7107171,0.058490463,0.925484881,0.76552844,0.703347805,0.601507065,0.31787993,0.765622815,0.945683357,0.762102401,0.330299902,0.236554077,0.730317269,0.033774503,0.020007889,0.099169112,0.004356033,0.080780834,0.390413193,0.106296348,0.3201563,0.013698741,0.506587169,0.458284735,0.92310002,0.53185274,0.479264888,0.387981623,0.766250434,0.869951236
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB6328,0.103820381,0.483174277,0.003636477,0.519233939,0.20248602,0.581566781,0.383987075,0.920621472,0.086110881,0.843331971,0.435336745,0.052084756,0.997653976,0.121245626,0.030069274,0.267010833,0.752923866,0.024174576,0.007960305,0.827548258,0.002509147,0.001409088,0.980669895,0.015872026,0.653154572,0.829923145,0.388146066,0.467824849,0.533624769,0.975394762,0.534267388,0.785267021,0.003040327,0.83311149,0.777899561,0.353218443,0.880521387,0.056156459,0.983358599,0.850306349,0.208199724,0.363622562,0.825837898,0.996285415,0.116071152,0.079522089,0.484709698,0.409582565,0.743968959,0.884443435,0.324112326,0.397546435,0.686250708,0.498364619,0.231418082,0.53528098,0.216468171,0.768947163,0.662633412,0.489493449,0.253072648,0.688589227,0.994316844,1,0.05920744,0.558193613,0.068514322,0.651075778,0.652640097,0.509429871,0.961545841,0.301981865,0.100043083,0.192178338,0.158358752,0.281125815,0.021464964,0.316417851,0.000930452,0.36608111,0.009798215,0.163987915,0.889787589,0.313755665,0.907611185,0.424073093,0.02562526,0.428926711,0.788504276,0.706502387,0.867844605,0.561207027,0.871006656,0.421471959,0.261164977,0.644105883,0.689861888,0.583972015,1.09E-05,0.668052218,0.899840624,0.926165966,0.021645728,0.456539128,0.486787926,0.472009295,0.411168987,0.30125082,0.041711264,3.95E-06,0.009637636,0.018535228,0.000670634,0.000274461,0.115035581,0.063006262,0.034877301,0.022146405,0.680459206,0.872180698,0.630726928,0.644121054,0.420573477
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_smithii|t__SGB714_group,0.773659212,0.273552229,1.29E-12,0.651061139,0.218836712,0.940336835,0.509933918,0.738762358,0.42977977,0.621432529,0.42384043,0.428186042,0.013776991,0.827921339,0.07459812,0.555671193,0.953074462,0.017061503,0.657689302,0.803020437,0.145515613,0.01733007,0.621480504,0.279779716,0.153559663,0.062248013,0.928496748,0.945970226,0.783265423,0.862669751,0.711773843,0.149169524,0.574110002,0.957305674,0.84024239,0.715627219,0.748470607,0.596089469,0.683108789,0.448411259,0.970861001,0.855789286,0.380952493,0.925425432,0.798486169,0.503789027,0.250217326,0.466264914,0.949626447,0.931727981,0.762326815,0.230795064,0.585601388,0.911730284,0.459911973,0.911034802,0.616999665,0.617676044,0.082622696,0.94006725,0.795380785,0.164760024,0.666450166,0.027497527,0.48876511,0.854555323,0.579775514,0.581797376,0.209584149,0.960135388,0.723312407,0.791210576,0.627008087,0.502796036,0.839662957,0.481803754,0.09404978,0.032479765,0.465036858,0.920539533,0.899094842,0.2611706,0.668060616,0.416304556,0.225627016,0.566335299,0.923311982,0.121413516,0.105100943,0.628013995,0.798432016,0.406409954,0.883724629,0.886743012,0.493524552,0.991870162,0.789953782,0.997353511,0.600294322,0.707089694,0.675431289,0.802283205,0.623497047,0.717982647,0.160868668,0.914645216,0.840114775,0.970465981,0.959217081,0.155165227,0.763021732,0.582742219,0.090590391,0.35181558,0.077625768,0.826292754,0.078727557,0.015350867,0.747254368,0.741040067,0.438676413,0.080338029,0.758734351
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium|t__SGB15196,0.498018757,0.158370149,4.22E-14,0.708138905,0.918764451,0.788408692,0.520316194,0.635703546,0.569162917,0.030971596,0.560618535,0.49115254,0.086391148,0.452904734,0.285539377,0.453657309,0.575325073,0.000339908,3.81E-05,0.28341698,0.265621027,0.024167984,0.335543462,0.92709204,0.988173249,0.44116516,0.543912046,0.584342889,0.237386854,0.177241113,0.863436849,0.589276314,0.090370648,0.669818876,0.519797547,0.631628151,0.804073775,0.273559401,0.139463793,0.924757474,0.69596673,0.779740672,0.000283613,0.062067774,0.065241126,0.2041004,0.79947986,0.550571941,0.99634294,0.570540589,0.535120228,0.113631396,0.327678789,0.191523647,0.878190169,0.943106731,0.06914995,0.366327095,0.404089456,0.638784583,0.626646158,0.597088402,0.707807934,0.779850189,0.271536967,0.130582201,0.577198875,0.707647644,0.321351052,0.083765328,0.017510314,0.460756361,0.980439644,0.747815079,0.006108427,0.715964878,0.002484603,0.587962713,0.302212635,0.716714661,0.00088182,0.009914843,0.33121844,0.636616276,0.795781152,0.771615576,0.938917992,0.725100693,0.040615581,0.274802588,0.604622367,0.601645392,0.915240213,0.683687419,0.463262012,0.277685868,0.421985589,0.848154163,0.504803212,0.619585754,0.610198027,0.934836726,0.052999106,0.772436336,0.379200929,0.627850131,0.366493327,0.023112408,0.016275438,0.004473964,0.470602978,0.16635325,0.016331807,0.300062764,0.002105465,0.371678328,0.472956882,0.392754566,0.812858523,0.861018449,0.659985793,0.07194147,0.649135158
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9633|s__GGB9633_SGB15090|t__SGB15090,0.358022507,0.364695028,0.001227098,0.45774344,0.836456578,0.62463829,0.195193839,0.138552847,0.828759814,0.514934847,0.789334426,0.930089573,0.083726548,0.283715633,0.486208649,0.135225215,0.56974065,0.022713281,0.320192548,0.842346773,0.896626068,0.192508206,0.052102774,0.730971429,0.328107046,0.532915167,0.336223182,0.56422374,0.415462618,0.497202541,0.591328933,0.054709957,0.595713307,0.338064107,0.206272401,0.210627512,0.866160036,0.967074479,0.912610853,0.059354022,0.959412166,0.232625058,0.164471903,0.798051174,0.046854147,0.97042305,0.192577714,0.436902271,0.936699164,0.338873182,0.057381995,0.410725761,0.952942341,0.866044871,0.741791527,0.394867264,0.081282962,0.988159284,0.899513428,0.725253864,0.649155738,0.518144168,0.525471966,0.686465425,0.77416133,0.701718152,0.051515541,0.685770147,0.238138679,0.327997003,0.263962748,0.512007446,0.789755799,0.28811663,0.958687443,0.970559034,0.354770328,0.968242685,0.612624486,0.783654934,0.497623013,0.880057881,0.195140546,0.413540554,0.024720127,0.323052327,0.749272192,0.754476547,0.918796234,0.572293479,0.255057037,0.975650914,0.761414985,0.047373788,0.898477092,0.777851448,0.944428337,0.560148868,0.701599446,0.214059388,0.380221418,0.871614402,0.706180822,0.02287115,0.501214706,0.335303527,0.748531571,0.205092717,0.623428426,0.122578246,0.520186924,0.127475109,0.101274229,0.814942002,0.02144976,0.962326653,0.170130903,0.065196751,0.348701757,0.611579687,0.23320442,0.468576229,0.985777559
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii|t__SGB15318_group,0.857608301,0.291671717,0.02215428,0.326729322,0.592684877,0.085674012,0.422533217,0.833802547,0.815772253,0.568663058,0.808088625,0.208236332,0.950513538,0.449667511,0.122379716,0.001059662,0.558324701,0.999926401,0.119236039,0.036994537,0.916759167,0.47760918,0.383121246,0.841536646,0.850931678,0.090938953,0.053198116,0.098856593,0.29858438,0.720447398,0.167051501,0.828221528,0.521497434,0.971339261,0.865675524,0.142777385,0.391506124,0.713297104,0.13346466,0.797268408,0.063386027,0.608595602,0.761233206,0.159131214,0.703591321,0.849428881,0.223993672,0.659873179,0.276683137,0.053274438,0.915385359,0.371029726,0.366805834,0.759928212,0.212034937,0.491974613,0.864347454,0.716860795,0.454482738,0.293080418,0.944219225,0.369745383,0.727625689,0.129579504,0.994995781,0.526798624,0.000145121,0.126454224,0.700377587,0.719187765,0.477548534,0.274127067,0.457940131,0.933292125,0.007941718,0.530273074,0.502947715,0.952478214,0.353007327,0.236082926,0.370331991,0.398904778,0.356431199,0.796197413,0.620224176,0.31344082,0.980891124,0.662456145,0.838174859,0.682484646,0.472559939,0.487735794,0.982203348,0.824844687,1,0.609470915,0.524536356,0.283823709,0.018155859,0.707156698,0.402026789,0.69748634,0.080091317,0.058083878,0.133554474,0.860059577,0.18437476,0.580929719,0.603574529,0.18707123,0.052525358,0.646836379,0.919261665,0.498323944,0.051460572,0.795489506,0.86681531,0.958373815,0.464580777,0.859442456,0.322394315,0.154459805,0.76767448
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_SGB6179|t__SGB6179,0.273640744,0.069908284,0.46116323,0.005481984,0.830327201,0.166203988,0.67787657,0.377981014,0.34118544,0.134331705,0.678167756,0.090338957,0.851104178,0.035821229,0.782262167,0.508283587,0.516973035,0.804881604,0.219738937,0.253199851,0.402568838,0.427960052,0.047634248,0.392932576,0.790426878,0.064528883,0.428969774,0.9677204,0.883105999,0.640794395,0.431824131,0.737103016,0.206936668,0.464909646,0.423637283,0.912544426,0.881267002,0.545162981,0.897773616,0.323970532,0.102087663,0.307407845,0.353845642,0.351840831,0.07121291,0.366211917,0.998829968,0.546338139,0.571391127,0.037976163,0.01789003,0.494178628,0.69292337,0.363275371,0.798777234,0.759000047,0.00193003,0.156324563,0.52550269,0.301750455,0.220702538,0.019726919,0.02696672,0.39317248,0.475659062,0.906767813,0.756597223,0.562325094,0.707050874,0.562259198,0.98417058,0.063581509,0.291460148,0.430891563,0.495816909,0.577209945,0.75239844,0.827529883,0.022619223,0.055136674,0.898975283,0.126950414,0.32366665,0.60566252,0.699545708,0.592693728,0.737561538,0.676235316,0.464184904,0.749772492,0.466738521,0.996714718,0.764965141,0.767472801,0.5715117,0.170911513,0.722785201,0.780763249,0.743661371,0.732978562,0.009252735,0.185467132,0.985413972,0.566805916,0.368246722,0.803389006,0.879740248,0.273423224,0.616685136,0.276032534,0.82517849,0.607442097,0.235064179,0.242794519,0.112681786,0.856517323,0.759488594,0.345148685,0.06355842,0.611272163,0.018575525,0.557032521,0.951068572
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Eubacterium_siraeum|t__SGB4198_group,0.663863456,0.604403282,1.10E-08,0.333577228,0.72533319,0.959552862,0.087368531,0.550633625,0.884460277,0.160328552,0.999235372,0.570537949,0.356770341,0.900220128,0.996333522,0.147708778,0.767703161,0.174427138,0.644280537,0.244144746,0.580312389,0.947730231,0.475035867,0.711394766,0.615535448,0.777133842,0.553939154,0.378368613,0.440207637,0.503755209,0.825363286,0.670515762,0.730795829,0.506528892,0.438541119,0.404242773,0.967655949,0.142394975,0.922055455,0.018629491,0.304061589,0.359309297,0.630683096,0.452690605,0.918786609,0.096789952,0.848611129,0.699787263,0.410661295,0.306103367,0.900501872,0.237611152,0.769298714,0.419912732,0.969391112,0.886661255,0.42956469,0.630840753,0.770505757,0.430973754,0.706937673,0.677510034,0.215372673,0.94022264,0.29069017,0.799754568,0.738437192,0.424955538,0.728480535,0.484814892,0.337170292,0.887216287,0.851537262,0.608941282,0.598204666,0.465481875,0.120140091,0.175322958,0.629658679,0.223250041,0.866074932,0.585599437,0.662085573,0.941348894,0.868268506,0.2525069,0.887984092,0.3214509,0.354624463,0.877276467,0.276320069,0.54854054,0.712269384,0.957021813,0.916018259,0.328541614,0.938643222,0.667453793,0.980133164,0.91291151,0.310120187,0.87408876,0.325613133,0.805085115,0.725465557,0.63173271,0.716529489,0.717375231,0.806619983,0.913860593,0.725007398,0.283343211,0.896171087,0.367811586,0.154891648,0.622005505,0.850003289,0.489347849,0.683363322,0.817479924,0.662056489,0.805905966,0.170443019
