Phenotype:,Hemoglobin A1c,Mean arterial pressure,Body mass index,Heart rate,Oxygen saturation,Hemoglobin total,Poor (N=223),Fair (N=969),Very good (N=79),Excellent (N=132),Cough (N=413),Diarrhea (N=85),Bristol stool scale,Diabetes (N=40),Allergies (N=124),Heart disease (N=59),Asthma (N=62),Stomach illness (N=261),Intestinal illness (N=103),Arthritis (N=43),Painkillers (N=1184),Antibiotics (N=242),Anti-diarrheal (N=60),Anti-parasitic (N=49),Anti-fungal (N=41),Vitamins (N=335),Anti-hypertensive (N=82),Reserved (N=1666),Nervous (N=950),Openness (N=1550),Cognitive impairment (N=100),Dementia (N=185),Alcohol daily frequency,Cigarette usage (N=82),Cigarette frequency,Mild anxiety (N=395),Moderate anxiety (N=123),Severe anxiety (N=59),Mild depression (N=469),Moderate depression (N=138),Severe depression (N=89),Cat (N=960),Dog (N=1384),Parakeet (N=157),No pets (N=220),Cow (N=535),Goat (N=63),Pig (N=269),Chicken (N=1664),Duck (N=636),Turkey (N=413),Sheep (N=51),Geese (N=82),Horse (N=468),Rabbit (N=176),No farm animals (N=171),Mice (N=820),Bat (N=546),Lizard (N=534),Snake (N=546),Bird (N=660),Possum (N=588),Rat (N=590),Squirrel (N=51),No wild animals (N=591),Beans,Tortillas,Rice,Bread,Milk,Yogurt,Cream/butter,Cheese,Eggs,Vegetables,Fruits,Natural juice,Chicken,Beef/pork,Ham/sausages/hotdog,Fish,Diet diversity score,Number of partners,Living with partner (N=1232),Grades 1-3 (N=920),Grades 4-6 (N=528),Grades >6 (N=129),Friend ties (same building),Friend ties (different building),Betweeness (friendship),Transitivity (friendship),Family ties (same building),Family ties (different building),Transitivity (familial),Betweeness (familial),Degree (all ties),Clustering coefficient(all ties),Betweeness(all ties),Kin percentage (to third degree),Altruism,Risk taking,Washing hands (N=1603),Distance to village center,Distance to main road,Number of churches,Altitude,Travel,Monthly expenditure,Household size,Household wealth index,TV (N=958),No electronics (N=89),Earth/Sand floor (N=594),Ceramic floor (N=151),Glass windows (N=86),Unfinished windows (N=59),Clay/mud walls (N=1256),Cement walls (N=402),Concrete roof (N=37),Sleeping rooms,Spring(protected) (N=1441),Tube well (N=91),Dug well(protected) (N=93)
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB4145,0.018575195,0.24506978,6.84E-05,0.081346809,0.613742384,0.867572374,0.864817513,0.176198305,0.669190371,0.002123025,0.612938902,0.453110758,0.198830801,0.5309313,0.735553472,0.52939786,0.290080046,0.065950903,0.668398671,0.981262077,0.242229658,0.034079949,0.290803577,0.251257491,0.509690145,0.951525883,0.209094219,0.945571668,0.534114614,0.915132348,0.074866682,0.981779741,0.867398971,0.399407252,0.88500027,0.399926749,0.550067463,0.703481891,0.28966488,0.626773704,0.30322912,0.172690621,0.905171888,0.647039651,0.402627217,0.883732488,0.515584432,0.610914083,0.916070388,0.912764007,0.803187979,0.221294288,0.248296674,0.255450757,0.219265615,0.67812287,0.436951219,0.36992084,0.252978551,0.262936501,0.995200113,0.923476025,0.82250669,0.956590181,0.750142354,0.456017519,0.993842687,0.90459194,0.446941797,0.824996672,0.931198469,0.955716006,0.695644028,0.603137597,0.030294717,0.699410131,0.689828247,0.978794107,0.861627122,0.979709557,0.600317464,0.429504847,0.008679183,0.542669658,0.821840074,0.654990501,0.933162756,0.745703684,0.412707008,0.568950276,0.288386197,0.179725612,0.355160851,0.698710012,0.69690149,0.821987727,0.163921471,0.747361235,0.776924244,0.723065906,0.256800165,0.923838526,0.633028708,0.720379763,0.392588842,0.841106819,0.671848056,0.63774407,0.244887371,0.964518475,0.689071818,0.932807126,0.889329849,0.345149908,0.858147877,0.293082837,0.210231,0.220429276,0.891600545,0.685912852,0.784087197,0.591009746,0.688999615
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB47410,0.285546691,0.936093727,4.00E-05,0.724421964,0.478664334,0.594892952,0.861981274,0.328001323,0.349144416,0.97876648,0.999155095,0.300483515,0.091657286,0.999492732,0.774583286,0.397625858,0.385093883,0.023503765,0.019032976,0.412755469,0.605153537,0.78680789,0.28908002,0.646114172,0.419309235,0.932443057,0.90122051,0.520964204,0.649513345,0.473173467,0.924410896,0.878245619,0.50166258,0.705103053,0.998111896,0.944059259,0.827605373,0.3710667,0.717722243,0.661478172,0.993900309,0.288355967,0.898664539,0.910530873,0.48710747,0.059623318,0.289669342,0.357213775,0.865931415,0.621242392,0.654283386,0.997892459,0.812739403,0.596015609,0.944003813,0.681337139,0.257401164,0.906039816,0.829582216,0.868799894,0.808630299,0.918924211,0.913470431,0.998360825,0.989791874,0.271100162,0.211317323,0.944488554,0.431244155,0.949402247,0.953456335,0.867540659,0.121266398,0.898607271,0.505333821,0.348413196,0.013224668,0.654940707,0.82120923,0.357442279,0.762180892,0.175550056,0.760611067,0.219966403,0.510259584,0.569273094,0.941855279,0.679320078,0.609553703,0.543327313,0.345063,0.208191912,0.333606682,0.812535408,0.597886759,0.348112295,0.996624351,0.910489998,0.564395584,0.839096497,0.350753981,0.106423072,0.737191653,0.716012131,0.137310204,0.970748231,0.159901078,0.577192252,0.902206757,0.06705647,0.653230512,0.81109843,0.266453936,0.043983324,0.439870768,0.945862776,0.731539325,0.437610865,0.56793775,0.83598284,0.943562006,0.848090698,0.835108914
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia|s__Akkermansia_muciniphila|t__SGB9226,0.228765121,0.815883947,0.093674365,0.550459421,0.620543781,0.791828898,0.319205481,0.773864364,0.904532239,0.379283558,0.21420818,0.258413373,0.581956859,0.678406761,0.031676478,0.488279827,0.47622155,0.831705719,0.06047786,0.956878924,0.525030699,0.647540652,0.149903014,0.828972775,0.587249648,0.113488564,0.982560664,0.733084933,0.894556247,0.057511076,0.594578533,0.303945132,0.472270539,0.14466479,0.315622075,0.594532248,0.53918013,0.76648688,0.642490235,0.687605266,0.699471912,0.119294265,0.688028861,0.60830499,0.463054526,0.555487939,0.435262314,0.155831604,0.085153622,0.07928685,0.624710438,0.756247647,0.771480345,0.405180964,0.015030675,0.182224474,0.390306875,0.150609836,0.02152942,0.388525009,0.945659744,0.08186688,0.08828185,0.609606129,0.560566891,0.440560713,0.003225165,0.289436216,0.420168702,0.003344849,0.00685005,0.571519136,0.047308506,0.771674561,0.005890944,0.083186491,0.005034664,0.42395047,0.151142797,0.626969972,0.330152521,0.153385158,0.589403182,0.851089929,0.131886399,0.187655456,0.211371543,0.185855455,0.242406138,0.80892782,0.765877635,0.448548031,0.867591766,0.811391746,0.678999294,0.347844625,0.389661377,0.006855102,0.018698195,0.063661438,0.627486982,0.074707158,0.698470769,0.968059227,0.084182193,0.072713565,0.600023179,0.03354346,0.009220636,1.81E-07,0.001058427,0.013323016,0.006618033,6.52E-06,0.140190271,0.952422908,0.445994354,0.087606304,0.111597303,0.14202421,0.369372361,0.553588046,0.403393119
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetia_unclassified|f__Spirochaetia_unclassified|g__Spirochaetia_unclassified|s__Spirochaetia_bacterium|t__SGB3548,0.305265484,0.456852861,0.005646626,0.039155212,0.738708603,0.549842513,0.550149636,0.244901828,0.615695568,0.792479638,0.664843495,0.54446953,0.766093538,0.546856397,0.034234709,0.306979279,0.793971853,0.001135552,0.159905962,0.991587641,0.94925048,0.056624246,0.704986424,0.264327914,0.669618777,0.301566764,0.488385537,0.829410812,0.387975065,0.453188476,0.891725457,0.004020212,0.974929017,0.844752963,0.646835342,0.041347237,0.058259206,0.600552934,0.249988155,0.825483426,0.382307085,0.988717842,0.535270999,0.39824782,0.380313377,0.539595133,0.835834035,0.567522714,0.230460065,0.289904957,0.471757573,0.807387526,0.665664457,0.146078846,0.967945635,0.389066142,0.96972693,0.859264697,0.582061892,0.668949889,0.958484201,0.903885939,0.667965966,0.944237892,0.081480587,0.389868261,0.425196301,0.699255448,0.378691174,0.016605979,0.031182743,0.010051821,0.010262206,0.843891034,0.000162675,0.000672939,0.532882321,0.269444474,0.015485401,0.049874582,0.035985505,0.245740634,0.266355503,0.756354771,0.895251454,0.222836727,0.967802085,0.871133645,0.913150109,0.284984178,0.53640833,0.239499738,0.003571947,0.108276137,0.70390641,0.025140719,0.832226037,0.174601947,0.023043874,0.665791947,0.957427838,0.972523347,0.798661265,0.483191806,0.163683485,0.066842984,0.3943333,0.037647756,0.022745601,5.51E-07,0.006451304,5.64E-05,0.00332622,0.056710052,0.166594979,0.735683531,0.667567218,0.354197511,0.2865805,0.007472835,0.936270475,0.270574549,0.743974847
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1237|s__GGB1237_SGB1623|t__SGB1623,0.766709805,0.988570783,0.139858264,0.283623703,0.808276992,0.652550571,0.678429579,0.023124371,0.88858789,0.270333783,0.107450641,0.326989083,0.878747124,0.987118757,0.054230979,0.16927487,0.381211325,0.000619394,0.201597207,0.092182743,0.03684307,0.06263707,0.826987131,0.993811586,0.392214617,0.52803848,0.559088121,0.37130847,0.542163003,0.131932271,0.869492002,0.008761758,0.157767869,0.534344155,0.504352159,0.612099367,0.476265803,0.370590485,0.603250434,0.074121779,0.45632218,0.53729936,0.827642257,0.49598421,0.997216956,0.224415098,0.074351052,0.092580787,0.383828292,0.324345045,0.852521427,0.283089635,0.784506702,0.580820331,0.864358495,0.318031489,0.015413771,0.057589423,0.261785949,0.40564495,0.333261666,0.800842392,0.001126166,0.397059029,0.030441073,0.387105653,0.316924985,0.717108235,0.0448037,0.003945394,0.358939005,0.058861244,0.019555021,0.133593691,0.021520925,0.034571104,0.161425129,0.775158349,0.023674317,0.124082001,0.233806189,0.103920864,0.751784723,0.996156965,0.963832106,0.727140485,0.063665945,0.813605156,0.281842793,0.889024153,0.072399673,0.685940144,0.000822871,0.054052363,0.806430605,0.061562735,0.649073578,0.528466968,0.000547364,0.648367196,0.813239503,0.818956385,0.982824098,0.558530574,0.353884547,0.852667027,0.038378509,0.542837226,0.026426117,4.26E-05,0.069341795,7.46E-06,0.005140868,0.556933527,0.709438508,0.982892766,0.979211542,0.729782326,0.633772023,0.049905819,0.600127864,0.179462253,0.471684748
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroidaceae_unclassified|s__Bacteroidaceae_bacterium|t__SGB1487,0.546366404,0.792402615,0.456608367,0.148182285,0.131335356,0.29674747,0.501723394,0.927430018,0.605639023,0.781760869,0.628203613,0.593108463,0.245871851,0.909543091,0.087654591,0.679679043,0.172956541,0.011107015,0.077369226,0.885676108,0.945792999,0.222466668,0.432007472,0.793474115,0.971217956,0.87967661,0.506281257,0.558448122,0.885325755,0.278915774,0.956017951,0.006103039,0.799252165,0.400338783,0.280442953,0.323683875,0.689370641,0.113392539,0.659698094,0.082085013,0.385239295,0.264720348,0.632718458,0.188509721,0.380924238,0.669672101,0.52778726,0.843079495,0.404669538,0.173818665,0.876804227,0.820597096,0.292112837,0.409157509,0.695483227,0.445510245,0.812415144,0.637559122,0.770228295,0.646016584,0.786684568,0.995022981,0.879911155,0.334947516,0.383633641,0.94125579,0.68484164,0.126348621,0.23028398,0.025128036,0.379307336,0.000522358,0.057812566,0.687036312,0.165704215,0.001238208,0.166671355,0.41088085,0.313059986,0.678485531,0.382492599,0.049515782,0.055149741,0.212022205,0.150602106,0.004607945,0.875509161,0.430389433,0.86702678,0.866391762,0.904606276,0.039354486,0.57655307,0.896322082,0.349476941,0.843182869,0.590752642,0.932672676,0.158638076,0.700642404,0.627235558,0.327825979,0.080095881,0.80867745,0.182915581,0.001903794,0.844291443,0.907828426,0.784358944,2.58E-05,0.110329948,0.000739875,0.002077116,0.211690027,0.733007524,0.523514699,0.227498535,0.403148117,0.820539258,2.85E-05,0.344925141,0.742556396,0.856242289
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroidaceae_unclassified|s__Bacteroidaceae_bacterium|t__SGB1415,0.996427566,0.948932788,4.88E-05,0.991314881,0.499118223,0.640312758,0.75166006,0.556914448,0.120831553,0.570430308,0.810941645,0.54732154,0.439608475,0.781217284,0.264240394,0.088782237,0.481181242,0.004060789,0.006978839,0.844767792,0.414412579,0.003371609,0.898105317,0.759125121,0.520908853,0.786364489,0.401098796,0.194846094,0.568257576,0.329820651,0.114845383,0.003176876,0.18421042,0.246202754,0.370429508,0.914493175,0.429440393,0.827502607,0.959141997,0.893966409,0.886108505,0.544934492,0.101134384,0.981249082,0.184725645,0.715427943,0.307543627,0.721598979,0.432571634,0.098390497,0.079926665,0.293012356,0.777851448,0.768461394,0.98035877,0.119219247,0.700045653,0.853634371,0.608459144,0.975256316,0.933716286,0.290478688,0.640569766,0.402016996,0.214467333,0.044906693,0.836955477,0.328264089,0.455656634,4.72E-05,0.519249169,0.175115056,0.076821379,0.372721805,0.001487822,9.13E-05,0.106161156,0.074126262,0.078060525,0.814116084,0.012961403,0.373140461,0.425157409,0.945452933,0.759537039,0.409435102,0.576034626,0.99222,0.727262771,0.921736276,0.594973012,0.978794107,0.053094493,0.475381201,0.617824613,0.104553472,0.782703485,0.363497039,0.058827928,0.814696297,0.465892835,0.174442204,0.063488276,0.853771182,0.429161533,0.150247837,0.607372592,0.016515609,0.255685641,6.74E-10,0.000236311,0.07580525,4.98E-05,0.066667415,0.395869743,0.790281583,0.109086697,0.021427767,0.896382549,0.000417086,0.207278666,0.439744321,0.280485557
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB6363,0.816548263,0.467735889,0.332462966,0.672731473,0.495033071,0.803188224,0.492217122,0.261433712,0.487759978,0.884717992,0.795148679,0.625583598,0.170542003,0.927516712,0.024030941,0.506523139,0.669416864,0.102963735,0.035804228,0.565577723,0.227152177,0.0199044,0.131307478,0.212919731,0.0910527,0.801893802,0.584463141,0.001330346,0.942681207,0.020168646,0.646423215,0.690362282,0.112002596,0.896027322,0.650467184,0.014485153,0.836861149,0.912036777,0.967765639,0.412174252,0.155528941,0.108287382,0.761989327,0.528011522,0.60605656,0.57873788,0.520507494,0.969134138,0.752647559,0.119859378,0.539081322,0.434070025,0.287174391,0.745631665,0.951095601,0.916704346,0.550052388,0.108064734,0.851947337,0.477467738,0.469520945,0.545552234,0.595722534,0.643531442,0.214448655,0.412762209,0.688622242,0.793008432,0.471962199,0.937311255,0.870483016,0.952711331,0.764873887,0.277508741,0.977518316,0.635653206,0.182644435,0.437579174,0.068675139,0.833183083,0.048092607,0.973195154,0.30235777,0.954761402,0.669107649,0.044188973,0.110369299,0.62625305,0.412411934,0.119907158,0.58097622,0.255749933,0.350829664,0.847245528,0.010570801,0.036172402,0.30931138,0.041727455,0.58766386,0.045595542,0.510123105,0.640222273,0.088288739,0.851442235,0.892045138,0.20469571,0.173856011,0.063273273,0.217189046,0.096026243,0.620775638,0.062967898,0.019236305,0.520112598,0.71282649,0.190648743,0.010228821,0.32076791,0.979731968,0.513101624,0.084104236,0.512399637,0.34360383
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_SGB5116|t__SGB5116,0.049105391,0.585697964,0.001157503,0.396202703,0.172657581,0.79473779,0.007570479,0.023506584,0.27066817,0.383891366,0.551473304,0.153360538,0.81015308,0.204773133,0.288613051,0.435403962,0.749547971,0.002523171,0.024203296,0.441129441,0.038183858,0.15937201,0.843385532,0.202968379,0.145205391,0.594663249,0.830879896,0.638159516,0.042456744,0.164982429,0.11885545,0.682294873,0.646887209,0.109340846,0.95000017,0.098292009,0.114520938,0.403483322,0.982837656,0.481552434,0.602665575,0.661664538,0.527687212,0.999230597,0.849310536,0.290623688,0.379831253,0.899930819,0.605533633,0.377547984,0.529890647,0.382357798,0.885312189,0.096203999,0.103270722,0.44556542,0.383840396,0.684063114,0.97675178,0.846633538,0.706102676,0.348114291,0.977812535,0.927154502,0.785504054,0.410723886,0.048759944,0.839917689,0.12916735,0.119270492,0.826959241,0.00025354,0.027574164,0.672733837,0.000339544,0.083465799,0.009413603,0.109070101,0.000794483,0.793857655,0.032990715,0.035653045,0.348680518,0.703162987,0.127310231,0.821030571,0.127882667,0.542637271,0.242622427,0.788098101,0.133803571,0.58986733,0.786788084,0.359494239,0.301396168,0.927322022,0.682118461,0.763715419,0.165613585,0.68702919,0.847824677,0.480247174,0.507680062,0.232029089,0.851858938,0.554456068,0.151089546,0.865641058,0.00159626,4.27E-07,0.001417786,0.008927784,9.65E-06,0.131291612,0.22897435,0.415538261,0.224470583,0.365845528,0.559102821,0.630452907,0.133747551,0.38358537,0.355616207
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacilli_unclassified|f__Bacilli_unclassified|g__Bacilli_unclassified|s__Bacilli_bacterium|t__SGB6441,0.310883969,0.075930146,0.006493387,0.3597756,0.089880779,0.202714197,0.97016038,0.566782541,0.63237705,0.323549228,0.158968446,0.228019996,0.332622814,0.561428901,0.048549671,0.548725312,0.879140425,0.844096047,0.444333295,0.957231,0.604361659,0.177784499,0.445989592,0.67790563,0.942325992,0.146754712,0.423070911,0.009206119,0.829036414,0.687414931,0.918701177,0.466870592,0.062369089,0.960884835,0.343820232,0.464061107,0.606256782,0.753517472,0.854055246,0.771705507,0.776952445,0.096678344,0.306823502,0.876403304,0.55322452,0.594650445,0.3402753,0.952675054,0.14304028,0.086150252,0.145855333,0.703163377,0.842750606,0.820071278,0.081898682,0.12199945,0.549058502,0.278493026,0.307464621,0.786375994,0.607045705,0.302992661,0.549013195,0.165101761,0.029468832,0.602731792,0.360428036,0.264976699,0.271457189,0.803977622,0.297407596,0.371644034,0.014026813,0.882298995,0.074739217,0.41941363,0.08257688,0.660170042,0.003761422,0.095368558,0.149477182,0.066119728,0.181760805,0.261954505,0.990634958,0.545049883,0.009295239,0.374678382,0.707226665,0.450066462,0.089478182,0.930181409,0.461007544,0.274469876,0.819925915,0.785324899,0.843488313,0.757012218,0.01368391,0.495648838,0.86460784,0.624245971,0.813863424,0.877205081,0.961407991,0.428211875,0.20281718,0.574386611,0.658673878,4.34E-05,0.000789348,0.402156131,0.000209452,0.028857569,0.781954124,0.010115176,0.109188418,0.161019941,0.301354211,0.258303391,0.876927067,0.964695214,0.658363189
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9671|s__GGB9671_SGB15169|t__SGB15169,0.461891849,0.49647141,1.02E-10,0.560399517,0.518306152,0.029098333,0.595571189,0.400816228,0.266185372,0.180254171,0.969790767,0.018263764,0.071874234,0.427805584,0.103760236,0.591617318,0.781156411,0.115469488,0.000506396,0.697641675,0.436229911,0.099435673,0.605551569,0.738378747,0.247815505,0.897378458,0.070699036,0.305652339,0.251572541,0.531528576,0.514185818,0.000268953,0.021144099,0.485696175,0.479046645,0.425438668,0.936330944,0.415879353,0.297769968,0.944548403,0.316012825,0.696542842,0.794598213,0.835101238,0.765573938,0.064710603,0.498448273,0.960856003,0.939088892,0.054125747,0.119697288,0.273808827,0.831140771,0.901484868,0.709523375,0.625836777,0.469653097,0.158930859,0.739034249,0.212801518,0.852010553,0.652930559,0.984774844,0.63577559,0.070703056,0.053500447,0.551179933,0.315543055,0.381033979,0.082780299,0.498414634,0.071435001,0.067117091,0.309757379,0.106185921,0.00581284,0.001012509,0.028689328,0.003633489,0.001482196,0.006403661,0.055191795,0.848665864,0.787587132,0.770030174,0.841483224,0.452921885,0.449471012,0.386665071,0.62885918,0.037262946,0.823627699,0.522160414,0.436154805,0.116214392,0.937699937,0.824279752,0.957283355,0.463436846,0.239739816,0.722336689,0.32836469,0.515065911,0.660539043,0.872283298,0.336655183,0.245777323,0.042590289,0.980110221,0.000163764,0.047560547,0.149645736,0.001636784,0.007581626,0.427055136,0.038839875,0.012032763,0.025594551,0.500342284,0.000958031,0.855593077,0.526004543,0.35797934
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Alphaproteobacteria_unclassified|f__Alphaproteobacteria_unclassified|g__Alphaproteobacteria_unclassified|s__Alphaproteobacteria_bacterium|t__SGB17316,0.93498296,0.746159221,0.000960458,0.660247975,0.5809754,0.81386087,0.850931678,0.731786399,0.650555315,0.505239096,0.999071787,0.365588405,0.120731515,0.593420634,0.433079817,0.351711789,0.509605533,0.357130466,0.333233125,0.99196788,0.297242768,0.15061495,0.010074516,0.426237583,0.739617763,0.759667084,0.555914243,0.049569933,0.326835609,0.861443371,0.527522786,0.235325361,0.423739442,0.583598974,0.944366868,0.497267003,0.076106867,0.826919746,0.664267709,0.788806798,0.605574213,0.416975304,0.259932336,0.395512271,0.492013254,0.844195537,0.912380703,0.951103135,0.696904641,0.766666793,0.256560984,0.884513051,0.384707823,0.981249077,0.168566626,0.759599555,0.388169345,0.926370346,0.426340572,0.672932698,0.399410432,0.294065735,0.363433074,0.830084862,0.427165941,0.012281689,0.222741227,0.509777406,0.64907588,0.154872255,0.828862062,0.556760853,0.998040752,0.690521329,0.740475777,0.860280535,0.989890265,0.648933636,0.066470788,0.337733337,0.017034259,0.734301519,0.968695877,0.571372807,0.619660504,0.901933649,0.100146267,0.783982514,0.816993333,0.494185054,0.227459341,0.654212388,0.013450033,0.19523954,0.167655435,0.313918439,0.400527753,0.198568898,0.083741654,0.794955672,0.221684404,0.558156118,0.743355963,0.16460281,0.31413523,0.020324939,0.192506908,0.635798206,0.000459761,0.001269151,0.80031285,0.56272597,0.096537274,0.411550308,0.439254506,0.708739135,0.060726246,0.096608828,0.536704064,0.275003661,0.669919691,0.50894172,0.259357856
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9689|s__GGB9689_SGB15194|t__SGB15194,0.094498548,0.600756805,0.024391135,0.198103535,0.217566161,0.652710375,0.972353152,0.145158198,0.042056239,0.518787746,0.903687937,0.358567327,0.144185489,0.322238206,0.451632385,0.095195728,0.261434523,0.202479401,0.067303709,0.520977318,0.751160013,0.145442134,0.396552049,0.185732107,0.794607099,0.725864977,0.28110633,0.059025155,0.057068746,0.108659342,0.834180984,0.532191465,0.463269031,0.497144032,0.841917048,0.39882821,0.808471392,0.840358053,0.168181529,0.584506771,0.066069574,0.233462996,0.857787047,0.963749564,0.419721237,0.187455124,0.720709554,0.792952441,0.568922976,0.382640293,0.056588934,0.852163741,0.710397993,0.40229121,0.954769001,0.71547154,0.821279707,0.765623508,0.617640223,0.739684411,0.730939559,0.776545648,0.957750972,0.657932224,0.285802494,0.405971869,0.615812683,0.126253932,0.941207497,0.774019022,0.725156624,0.832969809,0.444449766,0.161760333,0.119856692,0.006446018,0.287683603,0.501246386,0.014290346,0.999135276,0.364225501,0.412287526,0.870055939,0.435375265,0.470774156,0.828416203,0.374717389,0.23068823,0.680966983,0.383073137,0.881683813,0.416371161,0.476937395,0.001757725,0.007785566,0.294008589,0.844793069,0.845210828,0.5829435,0.176824519,0.229175198,0.011104293,0.269911929,0.886927134,0.928256585,0.202551476,0.394759607,0.499314889,0.522829218,0.004576508,0.240773001,0.122768366,0.320176557,0.230946534,0.318561276,0.32879776,0.403139721,0.258325086,0.841347772,0.00036413,0.896619804,0.553758316,0.181690497
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9331|s__GGB9331_SGB14294|t__SGB14294,0.99310094,0.252061299,1.92E-08,0.330617933,0.436610146,0.268211604,0.762164768,0.7881592,0.259575817,0.119283274,0.895042186,0.045384569,0.053664724,0.735164683,0.110618838,0.183179254,0.206224759,0.032713862,0.008877268,0.678821517,0.450800982,0.039653377,0.36275817,0.275397938,0.911316741,0.254324067,0.1327015,0.921411104,0.816867366,0.884691114,0.922621747,0.134712254,0.434629149,0.786363042,0.360823852,0.859601221,0.416751103,0.439714291,0.504257891,0.616376259,0.163764902,0.280200058,0.488108514,0.848358431,0.108802696,0.018890724,0.188698146,0.313339797,0.837876989,0.906732809,0.923819064,0.131787714,0.650813624,0.133514059,0.498243702,0.833779534,0.932794678,0.635070419,0.876127742,0.213001239,0.509544612,0.560682208,0.555901451,0.337262116,0.188251332,0.045467869,0.606048781,0.285773708,0.913910778,0.456061379,0.807887735,0.086906511,0.609137336,0.844273843,0.211531981,0.028358053,0.256831902,0.746273973,0.008188252,0.360356098,0.75603709,0.810540261,0.474022803,0.338425559,0.466805854,0.399338903,0.786427093,0.356704574,0.073385582,0.918998644,0.488106256,0.241569655,0.528136692,0.586820896,0.034892519,0.652530386,0.736787852,0.843402198,0.516915608,0.581680173,0.563031884,0.203655374,0.934069222,0.424113321,0.961459758,0.239869821,0.446670201,0.548663925,0.88159652,0.003107499,0.22759024,0.359859167,0.120876825,0.346587653,0.769148527,0.095534248,0.016240461,0.041138477,0.594278698,0.00478031,0.552861864,0.354695084,0.635639707
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB15406,0.10569178,0.319198431,6.67E-10,0.260934804,0.933108495,0.702056024,0.908534973,0.852783588,0.396685016,0.177639233,0.661710516,0.217515249,0.451238214,0.858412812,0.093833276,0.622244749,0.190906739,0.096008384,0.001495635,0.789656208,0.458308909,0.454994925,0.924400131,0.141779312,0.51004542,0.548083269,0.83799641,0.143752954,0.212061362,0.961744947,0.525761662,0.078668958,0.657446516,0.895888097,0.679452109,0.189779743,0.930254724,0.049951943,0.279200525,0.152534438,0.643946696,0.308454854,0.022766755,0.338526648,0.05420765,0.111495039,0.179609316,0.776240623,0.511821842,0.059002407,0.746958502,0.115610455,0.789981199,0.181953291,0.687441837,0.382090376,0.467637221,0.029017142,0.727167491,0.957835712,0.931374363,0.614298514,0.704645748,0.619598425,0.387210229,0.675395927,0.82823488,0.026805027,0.686531416,0.937041234,0.943312952,0.176841504,0.019262948,0.636127858,0.717702155,0.697459792,0.619775993,0.139576708,0.330891403,0.682586321,0.064927871,0.721301488,0.982439771,0.808118685,0.307153553,0.725625811,0.353156981,0.953563468,0.943494204,0.972272271,0.400287117,0.957664997,0.472631489,0.185598643,0.057490673,0.843018133,0.655742063,0.648285036,0.386957598,0.456088428,0.113675632,0.409718437,0.207540013,0.326368435,0.874416316,0.431421926,0.85909222,0.323461823,0.96087469,0.005938991,0.464184904,0.25332915,0.024218008,0.086952317,0.269238983,0.017220077,0.469753025,0.704129472,0.476472783,0.115047166,0.765973056,0.476664581,0.638367797
