"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123"
"1",-0.114270527262762,0.0020941011653993,0.0379871791991783,-0.00156799046048422,0.00842656267923336,NA,NA,NA,NA,NA,0.0455667731221852,NA,NA,NA,0.0750669950103937,NA,NA,NA,NA,NA,0.128953661324898,NA,NA,NA,-0.178168935453904,0.107321183941472,-0.0462566885227846,0.0226173944421447,NA,-0.0018636382227362,0.0609851536059642,-0.0297147250338702,0.057437503550429,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.107391684351149,-0.0599210918194431,-0.0481321919813831,0.0393317718554288,NA,NA,0.051542117510317,0.024129772816721,0.0216480297013119,NA,NA,-0.00868919380552343,-0.0457314140945329,-0.0153990857989729,0.123559503118633,0.0256144463209441,0.0602015851486836,0.109488550742021,0.0630016784649569,0.0413608091978733,0.14773284500351,0.121799255299892,0.0215235663979866,NA,NA,NA,-0.0254306661921218,-0.0637710846129188,NA,0.124553530845665,0.099300910710391,NA,0.0315543227648455,0.0622823053337745,-0.0281376570879039,NA,0.286725042130396,0.184816007952869,0.146891791328394,NA,0.0909942875061708,0.0163668845156386,NA,-0.0115309442960175,-0.213954959722508,NA,0.0273612170535739,-0.00288014626192589,NA,-0.0395237050419759,-0.00700653138869051,NA,NA,-0.000611966731008758,NA,NA,0.770181169323925,0.000140154539925224,0.000308171842102152,0.0577137750293197,-0.0347451186121168,-0.00184103616697154,-0.0729826135603581,-0.000345698144499778,0.0602710244623577,-1.08174801107302e-05,-0.00732660577340575,-0.0181222201555873,-0.085503136557874,-0.00278645893234313,0.0164975600257702,-0.00190974872137562,0.141096041436207,NA,-0.0920342798026793,-0.0302266873344471,-0.133859998029103,-0.016422592206083,-0.0690715894388158,-0.0433474161792367,0.0322958281210273
"2",-0.0755443101783565,0.00355621720654401,0.0148835569150132,-0.00110058753268092,0.013822900980866,-0.0327322263107728,0.186019445730336,-0.047369589093552,0.137023632420911,-0.0531942554523797,-0.0101933537135463,0.0660659825158041,0.221291824390628,-0.336562171359096,0.0369162730223278,0.00100616900953572,0.225969530499705,0.0670765632541467,0.342984855558057,0.345581414048012,-0.052886393735052,0.255112268701203,0.00160142774278121,0.264861994244872,NA,0.0611287747066704,-0.124918129098063,-0.0305516239931489,-0.00411046881728759,0.00239246815328059,-0.141227024652111,0.0766619305141612,0.0300513957708149,0.108086884160869,-0.0215537324581088,0.107248853116928,0.075228158194061,0.189220959987401,0.0546932274668696,0.0652157726772907,0.0875407455572395,-0.0784913846833187,0.0566764102283911,-0.145922805153324,-0.0363851792713652,0.0200929842426576,0.0255413986787292,0.0555108330714177,0.0909133400009006,0.136835153405444,0.0967873064981414,0.210780997728162,0.283545139799933,-0.117371168066109,-0.169469957116403,-0.0855931016045954,0.0623540138689296,-0.0666084614606701,-0.0891495264247016,-0.152799633277627,0.0467974973616105,-0.11891183976107,0.0525667122510941,-0.00243375828952139,0.0547794965867738,0.213564472125055,0.77257087747215,0.160343721393117,-0.131482574159407,0.129183028480366,-0.518055690606991,0.134204904937567,-0.119440019518007,NA,0.0320466610406609,-0.0490549148666998,0.100009101878141,0.140163776262441,-0.183664438642758,0.381759916992556,0.301142511157483,0.0171263408402651,0.128752042112105,0.0506181192385976,0.133496179637138,-0.100493286488444,-0.0991392002136165,0.0313634206007282,0.00416037030227647,-0.00632901864077801,0.395476112924709,-0.0462317951177036,0.009716753012632,0.044354577475782,-0.009695744185246,0.000324471727299671,0.281490440262701,-0.00635572092914302,0.356844713926353,0.000492100505800941,-0.00266094510734574,0.0661074192294909,-0.115911151568655,-0.00137282002367029,-0.0246846362492036,-0.000351331547966477,0.129441219174284,3.60919277417852e-06,-0.019545299040989,0.0231273562246097,0.0538609362547823,-0.0463160547855127,-0.0252497171142562,0.017095069681063,-0.10486817297109,0.034924640242544,-0.152745722368291,0.120012067134269,-0.111980225827358,-0.0279100203920757,0.123402804667207,0.025630172139924,-0.287209728163756
"3",-0.0323479541114896,0.000680334274488845,0.00973218006297269,-0.00044773194938498,-0.0411847927226387,-0.00532962423299059,-0.161974385369431,-0.0415432812468221,-0.15637362217992,0.11514064935754,0.116738267293045,0.00684771663118592,NA,0.0410620923974433,0.0397077407220152,-0.357534564147948,0.0708534737141429,0.141592578260821,0.0612173647829915,-0.358932881998536,-0.00199483046690171,0.0814818530161585,-0.092296677965716,-0.0504565605725245,-0.291231780321962,-0.02624968914663,-0.00339137550253178,0.0490134586600392,-0.0071087965460726,0.00519704023447339,-0.193133780802976,-0.165057072736167,0.0350426004473878,0.25322525239518,-0.00654896969566625,-0.0487763476506514,0.183048398409515,-0.17742975468043,0.0564468604815379,0.130810057287645,0.0208307430344554,0.112735721201215,0.00481570851088441,-0.0351854583834522,-0.0391352902763147,0.125851378703914,0.312413416939311,0.074516276523398,0.0786860020218066,0.116190737802278,0.0250482082755664,0.0904656409752231,0.16256949612795,0.14695723299267,0.18530624294521,-0.0340091756697722,0.0171643733125153,-0.0379221257873512,0.0794628950645237,0.0974729205411355,0.0713526355295294,0.131818688026114,0.0864219990159649,0.150903670132552,-0.0713914798389349,0.108373919278068,3.5619501875327,-0.0810750053270289,-0.0194550775906533,-0.0801512213150308,0.265840222306017,0.0316146895080418,0.0934268276204452,-0.239334406237223,0.0373731793964914,0.11150214898899,-0.00998298783239764,0.0736587844788609,0.18030017787917,-0.185309986099696,0.292729442313171,-0.00118211859884673,0.0100951245535893,-0.0306389675888889,0.0453024615692802,-0.118034969607603,-0.0361637327662172,NA,-0.0129942803245814,0.00636083858933467,0.0892154437888014,-0.0283946902853004,-0.0114835838813746,-0.012546693149106,-0.0118875330814226,-0.00053209370162291,0.0123207545260962,0.00447959777292374,0.0637129329821807,0.000163537702451757,0.00238244457750134,-0.0284596539155964,0.108997241667674,-0.009895275227341,0.0261246479234287,0.000281190592896772,-0.0719823115376622,5.99943796851637e-06,0.00790885027780614,0.0149106422056418,-0.0271782480722762,0.116101118794853,0.00164927120119645,-0.16763213111636,-0.176784343731435,0.0239619555938663,-0.0429902973937961,-0.0734900560960124,0.192826333577754,0.0153607911242328,-0.160758975025283,0.282504036211612,-0.0761395815112113
"4",-0.133875966215932,NA,0.0289345275511903,0.00110905369657324,0.00747650886865143,NA,0.0527051238938594,NA,NA,-0.0392994608133363,0.077060290261567,NA,NA,-0.412493959562513,NA,-0.107604039228471,NA,0.136083293079488,0.147032049140641,NA,NA,NA,NA,NA,-0.443165287946852,NA,-0.215801789804787,NA,NA,NA,NA,-0.0594156446078032,NA,NA,NA,NA,-0.13978000289531,NA,NA,NA,NA,0.0661574124559983,0.0372378433185785,NA,-0.177126159927043,-0.139583970689426,NA,NA,0.104673512695381,-0.122291646276655,-0.0915762973469982,NA,-0.0183974501923554,-0.112517586399406,-0.101182789048782,NA,0.124554905868022,0.101290205971118,0.0717528852648927,0.101773516456401,-0.0905858732854111,NA,-0.0884890570227767,-0.0379346437879787,0.136631639337375,0.143778185232136,0.193347456994857,NA,0.0227691604677048,0.0347897257559973,NA,0.0347422457323433,NA,NA,NA,-0.0847639989111382,0.12405692619487,NA,-0.10692779494695,NA,NA,NA,0.0609511424565352,NA,NA,NA,0.0704199667069984,NA,-0.0112728082012825,NA,0.219802539031708,-0.0190171035609855,NA,-0.0688319359694977,-0.0174605934898207,-0.00411222515555571,NA,-0.0372711447841749,-0.233917617543426,-7.24318149047229e-05,NA,-0.0525278297804922,0.021675046199326,0.00401005602914976,-0.0437663249715135,0.000430722084710571,0.0250595864004032,-8.06708923850814e-06,-0.0205094245330853,-0.0198423503950448,0.00567742114905917,NA,0.0716005719148649,-0.0441015343043068,0.0523845014652503,0.117068809149741,-0.0564458838395783,0.0303480500372791,0.201247366572122,-0.0652039496270211,0.0776840333308327,0.0924656564687999,NA
"5",-0.186493635927418,0.00314570924309959,0.0163826467727825,-0.0030947437229795,0.00349087597328016,0.0265999903633972,-0.190927426284607,0.139337888525017,NA,NA,-0.0305580407336596,0.0615775314207544,NA,NA,-0.0629992758996215,-0.361410740452012,-0.0815483087265079,0.0986541325535745,-0.0317880718642171,0.155861788615855,-0.15014018004046,-0.0665849372123397,NA,NA,NA,0.0311138135266698,-0.312707744489922,-0.0194919905604989,-0.0412086018476816,0.0067621242765694,NA,0.108385507157262,0.00503599911857007,NA,0.0179515532004796,0.0968657347538591,-0.043696633067984,NA,0.0594862881142914,0.188244571685166,-0.208307208538154,0.172031491117052,0.0690940798974521,-0.210369598271485,-0.0767383258218807,0.0831411703885233,0.240885575689832,0.1680418988839,-0.0193968900585965,0.0185154382068836,-0.0405856220503252,NA,0.101199931448004,0.0368049387056244,0.0695668447442791,0.0705563038808286,-0.0336140281987074,-0.0701909380003554,0.104279034783671,0.0506389996837442,0.00327929678978211,-0.0333989093154373,0.0722672479556625,0.0123014790538933,-0.00688961097940823,0.276157944409707,2.77591323992184,0.118836204313099,-0.0449036743992067,-0.0729414108089332,NA,0.0472364777039178,0.0651561294040645,NA,0.0128843165608119,0.0931645618935138,0.0960524969076595,-0.0218398835439358,-0.0491387522485303,0.224991780023211,NA,0.0308314606144818,-0.00710919162458757,NA,-0.0703306239111953,0.0765087294406484,-0.0252740996447837,0.0581667145117852,0.0210404952984418,0.00449913090998763,0.304660567468281,-0.0427779680311443,0.00402608184773568,-0.11880281276146,-0.0187088594681228,-0.0022777517329732,0.0341500852728434,-0.00234451662260703,-0.478846731932237,0.000204175695982334,0.0068819293225667,0.107737730456891,0.117563694110375,-0.00305741362574003,0.0317480378992645,0.000191919637155028,-0.0577408151800285,NA,-0.00111998058825473,0.0158100871424922,0.000554746409158227,0.140594485920124,0.0578736807723424,-0.124324276219614,0.198700429469995,-0.00713684022112022,-0.0707991173118003,0.0379181135204597,-0.3607447369952,-0.0166670662180655,-0.0303431867230154,0.397368080585446,-0.168701872140307
"6",-0.182302897940295,NA,0.0385401072938542,-0.00661468908966802,-0.00727319540343188,NA,-0.173935058497473,-0.0188245931457443,NA,0.0602297716572476,-0.103898043274872,0.0109090779963447,NA,NA,NA,0.186572232148954,NA,-0.152798445668571,NA,NA,NA,NA,NA,NA,NA,-0.0393725344936579,-0.0928806938730986,-0.00930444437093447,NA,0.0346091219276831,NA,0.0929808533265205,NA,NA,NA,0.0548750130534266,-0.0501818486160911,NA,NA,0.153989572098029,NA,-0.0304137641319515,0.110134523815062,NA,NA,-0.11145784310233,NA,0.149504169543352,0.0445421907721054,0.151521576072049,0.0836865552761016,NA,0.186567370146794,-0.159742977890351,-0.04535269988785,NA,NA,0.00316233240120361,0.0367877506649742,0.0902009303832887,0.0410948249307784,-0.0100780882339813,0.0656703667646441,0.0679960436907376,-0.0111963170156597,NA,NA,0.28182692607798,0.0832813109478335,NA,NA,NA,0.0514875304590357,NA,-0.0519955265541114,0.21378507400325,0.0162561947657554,NA,0.294846495261088,NA,NA,-0.00589331722781015,-0.114669131429543,NA,0.0406525520079643,-0.0284995074162027,-0.24140526338855,NA,0.0526090406248999,NA,0.465102676181538,-0.0329784018101602,NA,-0.0848742154926223,-0.0109480377077664,NA,-0.109332715094835,NA,-0.0985960562147209,0.000250364811764784,NA,0.0253960610670127,0.0918793340147285,-0.00144323151990565,0.0358866809830531,-6.96714814181888e-05,0.116659850343727,-1.18195759300505e-05,-0.0102910909546304,-0.030293798165226,-0.114765077859749,0.222402920123852,0.0616677496076159,-0.119314314188526,-0.292382925787851,0.213984344234657,-0.099888341022134,0.112967722847013,-0.961760144958621,-0.00685950252769867,0.0271186209226927,0.269081576343238,-0.24088710109737
"7",0.018575796673658,-0.0035496101743856,-0.00749595984407137,NA,-0.0287894017880976,NA,NA,NA,NA,-0.141927669025033,0.0968851271544446,NA,NA,NA,NA,0.172960487331279,-0.0850714355890927,0.120568461256324,NA,NA,NA,NA,-0.486864126015443,NA,NA,NA,NA,NA,NA,0.00933353458608316,NA,-0.178811707534482,-0.00316093152050325,NA,0.00849669627422771,NA,NA,NA,NA,NA,NA,-0.157672644060406,0.0463421304912572,NA,NA,NA,NA,NA,-0.116133495745526,-0.0791024177830333,0.0128338620731695,NA,-0.307416585599522,-0.357254043295683,NA,0.331617071798219,NA,-0.0627774834163158,-0.132793411149732,-0.0985481385504326,-0.175383772981743,NA,-0.164190688181081,-0.0431396041444424,0.0950822091086115,NA,NA,-0.187401656469506,NA,NA,0.139312812307933,0.00892867099753764,0.047820108677156,NA,0.0624133746670941,0.198925430328659,NA,NA,0.393629181220742,NA,NA,0.061314249081979,0.0358269254154862,NA,NA,0.0647647923317902,0.219750659424411,0.0224858756616658,NA,NA,NA,0.00220499745536326,NA,NA,0.0165028350230911,-0.000555014903921923,NA,0.0117170156448421,-0.12914792999474,-0.000224958425349901,NA,0.149667954415484,-0.0718348557499889,0.00804109731765345,0.115329485830163,0.000822192587169006,0.0246020678057489,NA,0.000672429028341015,0.0836920414793881,0.134105070349742,-0.348609182803531,-0.194164732536472,-0.103494508623234,-0.24454006449399,0.0374159243702809,0.131982358494526,-0.138765714081524,-0.104525143846288,0.0819948110334972,NA,NA,-0.0331599170225275
"8",-0.0535928686341073,0.0104096393661706,0.0436130039810986,-9.80727447260578e-05,-0.0264649370852528,0.00899379853634892,-0.0946216623866124,-0.0433344410587694,0.0393341390267222,0.122222941688443,0.119315934164091,0.0563167333162231,NA,0.0604641781946097,0.166607185458372,0.0360108527805844,0.10841112983287,0.278041468189804,0.427993853713744,-0.156837235896483,0.049348380023444,0.198522257726367,0.139258015923021,0.109507640368388,NA,0.0949501836747745,-0.330978291566249,-0.0614796753816804,-0.0332105001070648,-0.0509462991158419,-0.0824689483679736,0.21646037226425,0.0275997127041389,0.244243736367571,0.0555652394248769,-0.0876023586246725,0.185019627747741,-0.100014697618658,0.0609176168491578,-0.0651780416081592,0.0305603462899006,0.16541439348146,0.0340878521747682,0.0478833181751978,-0.0865752855553493,-0.172931022719564,0.161990921913051,-0.122405248820078,-0.025317826995278,0.0644171266991953,-0.0240245524168966,-0.124463011234247,0.0080515653525981,-0.133231207898975,0.0533547700477409,0.0769906798809631,0.19955256840825,0.0202452184037432,0.144150381976209,0.155094379162249,0.0598692954662328,-0.0420265463295411,-0.0466283187062831,0.094608338790212,0.139060701580946,0.278679859866096,NA,0.153988284108768,-0.194587154583483,-0.0589803126068778,0.0407630826184443,0.124103767640495,-0.121228666600472,0.0653611326993423,0.0703570094203666,-0.0659286497861683,0.273833555308837,0.0753768132323542,-0.0742474253728804,0.414711825776538,0.156387185528022,0.029310912833052,0.193961219750634,0.0258197198079203,0.113741789339668,-0.145151791709161,-0.464398077720376,0.298585537862735,-0.045473386156902,-0.0367838032812622,0.429499014938415,-0.0790458268463334,-0.0182467092951019,-0.164853098265018,-0.0171583432596583,-0.0092986010425116,0.121583982160326,-0.0463601189544571,0.8036293993667,-0.00022145474193456,-0.00294286818450091,-0.131933320905675,0.0849921873586331,-0.0120888559823431,-0.117821103891097,-0.000364861410128163,0.0108784142036269,-3.36738457471797e-06,-0.0312856050178296,-0.0491127392027052,-0.0914108731130895,0.194466101123639,0.11647480845718,-0.0961601598972286,-0.118807017798051,0.130018454477499,-0.103063525429219,0.11761799210597,-0.00931559111245254,-0.0464384069598461,0.0656256417311593,0.132074299930908,-0.314687330549396
"9",-0.0602409847401486,0.0021782081764914,0.0246346925998217,0.00158330138691758,-0.0357009244425732,-0.0648776658923526,0.398631315565669,-0.101670615570043,-0.236094430800303,-0.331361566505128,-0.111871660143814,NA,0.00878954557026897,0.182275760146515,0.583422833951143,0.142996919370835,0.350052669929372,0.13495972402129,0.163322592775247,-0.205679585028806,-0.0443908241092016,0.0450974783714347,-0.147687252264918,0.188778188387388,-0.819551445893958,-0.112524284270973,-0.138646371082322,0.147202815359805,0.0594767150978544,0.00888103870701275,-0.404631865150595,-0.0828414938459707,0.0687226627474003,0.0885156811511703,0.0138963055539255,0.1551248857508,0.0120432662532329,0.246333700816521,0.0476840303013994,0.136245776944029,0.232858313814988,0.230908763561725,-0.136112826973296,-0.381098347368632,0.146366985996873,0.0390127085372196,-0.253187169951371,-0.0702618911900429,0.04358295558456,0.00865067142341142,0.106500199638166,0.11868439795563,0.0764377702902817,0.261276554001627,0.305426411048927,0.0517865319059273,0.108893412946139,0.081343027332603,0.0576813339047272,0.179845674500195,-0.0611317932337343,-0.00325776985250726,-0.0269824171884769,-0.0135422167088599,-0.098244104259623,0.164126392856249,-0.976435509622676,0.116882916483531,NA,0.222316782224236,-0.0869204899527688,0.222599164534697,0.0313605239210621,0.232435445249366,0.202510090244523,0.0862553310233921,0.194361472314192,0.162223456940685,0.504970755552447,0.560985516302925,0.157080660200247,0.113820269078151,-0.0515388099480045,-0.113132017653017,-0.107488410429789,-0.227915152030653,0.128603470817193,0.433695729761368,-0.0088097692604759,0.00319444347637647,0.271803325396689,-0.0722061637672959,-0.00859624711747944,-0.146758183805004,-0.00449335518008806,0.000786289779857389,-0.357435501545998,-0.0549379641838135,-1.15620827167535,0.000487894213015747,-0.00248723501963562,0.0546680403653631,0.140892267944295,0.0162243254683336,0.074905413707551,0.00110803685149208,0.057426895802844,-3.21072170129919e-07,-0.00321168203928641,0.0361378455555155,-0.0575532820681921,-0.264205546752556,-0.112058359352267,0.217437790065728,-0.0566402893622065,-0.263759531050974,-0.240452160967758,0.0813101891413254,-0.241886582698866,-0.0265305147158781,0.074102360134864,-0.00142553450873686,-0.2555091649775
"10",-0.0214680340804597,-0.000820487125517595,0.00965210775674188,-0.00348522341981233,-0.0520643639856834,0.0252819832143122,-0.110539608747271,0.104012303574647,0.248743073016989,-0.0546289874947617,-0.0644694839924803,0.0524786194035159,0.0998661286873015,0.176594690101798,-0.16043900577269,-0.379107938418055,-0.335852735304342,0.0271119780805086,0.00734542401200822,-0.465201653914452,0.00442964613954103,0.0675758143790163,0.0377795280390202,0.00087278149451018,-0.626909752930689,0.0373134213487105,-0.337966130184892,-0.0129803990737769,0.00489721776237275,-0.0441675520357951,0.310682362585672,0.0710820345774152,-0.00232576676338028,0.331354439928093,0.035888193616703,0.0809141611183547,0.164691702914367,-0.516912667570964,0.0283019077518132,0.00434125050772241,-0.125027173018248,0.102744587735177,-0.00275439387062868,0.0107128048274632,-0.116636782520059,-0.106068269153085,0.00339091700280189,-0.138810774183211,0.144175955292689,-0.156476281888364,-0.0915419424031961,0.1395146500343,-0.123699309280667,0.0447329314755247,0.0887438031887803,-0.165716326218612,0.129807642423843,-0.0412602197772631,0.0353822083228393,-0.012107181750205,0.0832895361941918,-0.0533425885127151,0.0824380369451064,-0.0364121838067306,-0.0458600300688563,0.266233698396484,4.40978850643525,-0.25806381016893,-0.295722347739895,-0.0193103326290701,-0.191207575500802,0.00929482541846548,-0.0849205026348081,-0.15768405873329,-0.231646494813559,-0.42497461874972,-0.149950364817611,-0.0312341375385357,-0.0499820453153991,0.122269401639898,-0.211399616908919,-0.0393381126771602,-0.0505223174070308,0.0480367323390822,-0.00260281748077391,-0.2218360058183,0.146595830513556,NA,0.0387411217646755,-0.0056075916734045,0.338311823936844,-0.0130646423485678,0.0022326451721342,-0.10753870551109,-0.016283969219147,0.000356988130675483,0.0834867023907486,-0.030197237376518,1.02991917032893,-0.000277215067134271,-0.00286609409380567,-0.0835240844460309,0.178174474662798,-0.0156552597831231,-0.0268815638737366,-0.000155461366270199,0.0873271157965372,1.52623585378052e-05,-0.0205930062724194,-0.0323523734257965,-0.0327541378123717,0.254378351113343,0.0661710107882047,0.0424862519069466,-0.0777699928832829,-0.160198531342082,-0.290035235817877,0.224867063834591,NA,-0.0943532595289238,-0.00728211275644978,0.137792265044473,-0.116506528465976
