"","effect_size_phen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1",-0.16022852636734,-0.00387726837255403,0.0147072615022415,-0.00162876077246015,0.0584399869607002,0.101596209337351,0.0526088595246713,-0.0986073044995855,0.0788433768853622,0.213205963050407,0.00944470225873346,0.0598423623794317,0.902404323334993,0.198851628850957,-0.170361851351807,0.871695679912362,-0.0360860307013446,0.134750164886101,0.0715184518549128,-0.0257280290877489,-0.0341711594532139,-0.218844430270693,0.616653885848837,-0.694143199557098,0.595951182727554,0.201964563965664,-0.464622556689665,0.0387886328043539,-0.0303001468529043,-0.108867752902066,-0.138205072391446,-0.0228288295008504,0.0591579256354313,0.337751394736444,0.047135675155259,0.268268059040683,0.177838841068236,0.192324334762006,0.143935692215659,0.225615054391558,-0.177171311064273,0.0329556712848878,0.0458226148669917,-0.657306144251215,-0.181697136773108,0.121071654828592,0.174462662522892,0.350829132290668,0.331718844684226,0.368523588599754,0.155701670153684,-0.418981886945856,0.253862183769168,-0.0565609462825639,-0.39404673749014,-0.286865526894588,0.506918191101654,-0.227394578283578,-0.0330039654820698,-0.0297019413014903,0.310897799263966,0.0324472330969317,0.450586811306401,0.371820162622085,-0.143046927391268,0.238677662503662,0.124153582540013,0.339765631175904,0.217522803407073,-0.0792892021457611,-1.36216339177193,0.18225723384051,0.14647397451172,0.0572375248429725,-0.513242063660428,-0.190873603507039,-0.418352697575334,0.327875654858588,-0.189198820394013,-0.031575917247608,0.0800267902219945,0.0297224567295019,-0.0489111497108518,0.170092941037901,0.215982590015093,0.518884229127108,-1.44017508058506,0.672695035506525,0.106366086434071,0.00696892808013478,0.313495114620421,0.071146039694709,0.0230147785953894,-0.267559063385237,0.0110326542970333,0.0123419120147521,-0.757712072794517,0.0719338341146489,0.701018740741155,-8.73597157402407e-06,-0.00797526337692554,0.44356228434263,-0.373215613962727,-0.00421875588284344,-0.105371688986866,-0.000424251230024486,0.0656378858436732,-4.111216903525e-05,0.040951836586673,-0.136824221052543,-0.385778446072646,0.177128529800998,0.255033497517617,0.296143272013512,-0.637236717694079,-0.744652390261535,-0.15793132606052,0.175933922348945,-1.41497247597434,-0.096735431868741,0.108594999584034,-0.215820431504803,0.226841359683505
"2",-0.179140032176158,-0.0174847543561358,-0.0165677743701449,-0.0161677170278097,0.0959456300649633,0.111978645715864,0.398671116130107,-0.247239004726339,-0.172997474138754,0.285615811834481,-0.0408062134775862,0.100579073740345,0.153184222488307,0.216631843533815,-1.34075550195595,0.130100766150064,0.240930202570824,-0.627305075906152,-0.947591417299609,0.433806121117315,-0.0572815911932829,-0.38470195684312,-0.123550751259993,-1.65432046019569,0.149060472885052,-0.24500832427721,-1.01459271252435,-0.20783766118558,0.0308233884212178,-0.222813005440733,-0.0750507039289062,0.722121581557325,0.101024566856515,0.991503631103814,0.0802773083508622,-0.142055476892577,0.557689922675265,0.0357468919195605,-0.0416201760228564,-0.365275569688485,-0.0519701904458461,-0.102848211420418,-0.0537436231064526,-0.870464702786062,0.275670266764562,-0.00921123891995379,-0.0191968247054231,0.320763547927799,0.544358898596803,0.821468828104603,0.288187454050331,-0.444605996759295,0.297139406592115,0.100714456679205,-0.0344418888304567,-0.882311467271854,0.143385514464547,0.0979474543093743,0.101676716351816,-0.0836571072225212,0.210912626118533,0.00741488056887851,0.283980247918523,0.234288758786811,-0.24271821997908,1.05401199906102,1.36448118626141,0.0345684893869329,0.0263976861617056,-0.0199129138104625,-3.28764933235843,-0.127838584175346,-0.806248595507663,0.331484945198814,-1.55707550803814,-1.11396112087017,-1.0163956748995,-0.877776797838496,-1.84575065136494,-0.588743201519573,-1.98799206909522,-0.148061228782004,-0.406402957294375,0.27407315232549,0.222260235182416,-0.383626189718831,-1.56624436526415,0.705038435319837,0.0439336749965535,-0.0626166599860898,1.12591237678303,0.0698049940407006,0.0388093782961998,0.136232060133333,0.00247168361903128,0.00561655416316911,0.749592270098069,-0.130020976178847,2.54644388298125,-4.37195156231343e-06,-0.0169812316545122,-0.407217007122091,-0.474557226870648,0.00968960824716584,-0.342715315863001,-0.00037503854865812,0.116852521189704,-5.59510281128891e-05,0.126600293858761,-0.690357739562676,-0.997942924536026,1.74962048785455,1.32084896004302,-1.20038929742819,-2.24204853252288,-0.395051514498857,0.409680422118389,-0.878238008376735,-2.76151865399019,-0.424627931625636,0.550512974551397,-1.29676596233245,-0.244706910618234
"3",-0.143289211697115,-0.00946774774269015,-0.00653453157871181,-0.000112027960111386,0.208429920511617,-0.129204437488128,0.16316555175598,-0.600568878095059,-0.252534663665892,1.10728318787621,0.260229080518312,0.0306649391052097,0.222474801970879,0.380717120139253,-1.65137422356657,-0.712324117805692,0.648423390286715,-0.418444613249888,-0.883480424454764,-0.39512155462499,-0.529820933683477,-0.170641317645821,-0.449216609680915,-1.95473374605848,-0.445836467756022,-0.39753090083062,-1.02602628137263,-0.0836542408430874,-0.0826608691388608,-0.279983369394196,-0.482604098034242,0.929586755982575,-0.0423526010483463,0.412662560644781,-0.209411202765551,-0.529400988002734,0.596807783615763,-1.16678759145012,-0.0665126937311249,-0.22087720336272,-0.2350287304369,0.217206988492315,-0.122340556160105,-0.727045453377471,-0.113318828468941,0.0328308230256942,0.778360501966514,0.803257954010787,0.441064604783426,0.728569505629064,0.604774051385252,0.118161450535774,0.219890689986285,0.505020102396354,0.0892781104166754,-0.437644054600259,-0.00282934699005517,0.423454148558549,0.196449391553078,0.31964697464591,0.392423696938728,0.363938194112089,0.350573980002486,0.665815004890607,-0.693729840127283,1.49788459824232,6.34751214051699,-0.690970816153474,0.045961676413862,-0.779187935553336,-2.73493656535989,-0.78437872492362,-0.950036151728957,0.0872194920204977,-2.0014169755518,-0.921829197039709,-1.14599115940816,-1.22103727457695,-1.60745083894433,-0.653166729307483,-1.09304437384881,-0.255543790818411,-0.61813770352869,-0.0515710302978441,0.432956579072172,-0.677699747058788,-1.78495964708563,1.06881931330432,0.0337432478748404,-0.0876163543942637,0.139307592450873,0.194699432042372,-0.0200295434918431,0.150112517126609,-0.0116954588749472,-0.00763202180268359,0.704569573762483,-0.189452933339989,2.67828416191971,-0.000398147041569,0.00351763412389586,-0.577322581387976,0.0436962458726694,0.0193375269072991,-0.244516357630316,-0.00180246795952786,-0.480633629375264,-0.000129231516689171,0.245529031235996,-0.802821277947124,-1.46398569369946,1.83388018574745,1.35937922142233,-1.5824721487856,-2.99219925885106,-0.26518730272716,0.783973976664448,-1.10845976065992,-1.43469746476232,-0.350485772688674,0.0634261638756436,-0.253698768168003,0.0409816202603457
"4",-0.233033689493309,-0.0107091659349129,0.0200862311716734,0.00108028634554414,0.134235784052541,0.114230133848653,0.238998086991246,-0.282493301847417,-0.165111780835887,0.563242118440041,0.110348115988862,0.0480654180610167,0.378080386222682,-0.33821797793363,-1.20232676119934,-0.452147328285466,0.0429715441868072,-0.0460357663894901,-0.500488664492368,0.546518045822169,-0.457840002970889,-0.423139134148925,0.780697915653275,-0.327004942860933,0.00195724983893521,0.0194489919021789,-0.642262448975296,-0.0488081795239006,-0.0760708873321202,-0.277135426524091,0.0893666379658668,0.561444410598764,-0.0374158482150389,0.679377982594756,0.0335007620956628,0.0421624334301809,-0.251680267571715,0.269848867560135,0.073457631894209,-0.238878908219193,-0.310614326700719,0.19901857923521,-0.357422755675377,-1.17169498394943,0.0477583437723602,-0.433265744940535,0.363868076433552,0.554984683617813,0.712545567707759,0.169739861262922,0.0575659319274575,-0.597235863336078,0.859085064001533,0.0472083072004428,-0.136295624835989,-0.775992133759726,0.103502857649557,0.179208439914795,0.263487496594376,-0.195904973806822,0.189892788851777,0.191304911665485,0.0282141155650182,0.201741651536095,-0.1612642506517,0.969209108145827,4.23910641563417,0.128402880699984,-0.163009022488781,-0.321344601337897,-2.89864330885281,-0.877469940177351,-1.18380906899255,0.0623743822931337,-1.29314620491101,-0.970121719878215,-1.20232692490703,-0.714493489296248,-1.56107333841533,-0.250255435876211,-1.11965560963339,-0.108330692837994,-0.643944751691504,0.0939207312155389,0.154207512260779,-0.246596883036062,-1.1922232537687,-0.177949379916533,0.104469498950893,-0.054647424774535,0.626823479197273,0.200973361170249,0.0376861479735401,0.32475216777445,-0.041201254762138,0.00409056788941038,0.622020008822106,-0.14842541688082,1.9266971819306,-0.00103000706684464,-0.00910450557428762,-0.11625062264884,-0.0795879925978699,0.010835132704131,-0.213991346083706,-0.000581260944273027,-0.577776792356486,-0.000126601470270799,0.0748472985514461,-0.609694539987593,-0.904294014409244,1.30465170993364,1.07828979043591,-0.905550141620667,-2.30966416935991,-0.0408606376065148,0.905509884485406,-1.09201469167656,-2.5563381802418,-0.494087470816744,0.509142382261807,-0.300566283978096,0.731346378885005
"5",-0.169152493818644,0.000432752024654653,-0.00138546292041203,-0.0123478471381809,0.1081398915341,0.20521051067485,0.361685001158848,-0.390545218098709,-0.497171713032473,0.169649814292682,0.117634187021116,0.00579380797244689,-0.0138317805008255,0.0566085163041658,-1.99058036131906,-0.0267160964963634,0.502901406728448,-0.480769107291609,-1.40013803737906,-0.560363661059719,-0.275944073525516,-0.434678745720198,-0.354277125817332,-1.27334718450778,1.27583106591689,0.248608870234377,-0.886769313829898,-0.149970827140405,-0.183480588488193,-0.314608050154434,-0.625867972956788,1.5417523073082,-0.014290221559211,0.429051177713529,0.0373525752005171,0.224392903476333,0.039008070480943,-0.100914958537273,0.112110855866,0.295706387546964,-0.37477643201899,0.345997819376805,0.0682708489317627,-0.688676278603684,-0.410728688278619,0.169644997893935,0.444055865002312,0.565972302480611,0.824693889480164,0.26538972452422,0.0157870850603599,-0.36711915247862,-0.0984610471894052,0.0680642070564524,-0.0621818736956252,-0.951461083343662,0.144307773711645,0.322245990613352,0.295334718295923,0.309774240958701,0.254782989144461,0.446755389850551,0.367709573468204,0.471740203523088,-0.608819090426501,2.91088642560621,3.40927812646336,-0.233701725898862,-0.323101715766106,-0.595346016572017,-2.21846268997974,-0.726001828706248,-0.928938605908854,0.499789407645202,-1.75340499051578,-1.58303511961792,-0.675055952071423,-1.27054963421485,-1.75399302263607,-0.779506340157872,-1.2524498945665,-0.136150807858329,-0.6119146551994,0.17618145484485,0.336713502635532,-0.473842896480312,-1.51503795410538,0.285721923241237,0.170925891203047,-0.0526525454423536,0.632265463137025,0.193563041456727,0.0135577469131662,0.144924221533663,-0.0581925791073236,-0.00810503520337005,0.789280939489308,-0.209960558875533,2.36115874825249,-5.85362914641733e-05,0.0199274669157071,-0.330525251526554,-0.129888912041551,0.0276988200865688,-0.294405636196658,-0.00109465603008312,-0.72378230302817,-0.000117668630044013,0.205915872790465,-0.861394863423337,-1.229916950138,1.89295075397591,1.37961445162263,-1.88444255729411,-1.64173704562159,0.801441541432359,1.09270375330233,-1.30249631927177,-1.6648353566379,-0.492379858584415,0.657210147924061,-1.14831619943334,-0.0614766060251429
"6",-0.0875095092901144,-0.00829746636685537,-0.0582983636542656,-0.0196588241340935,0.167884655554552,0.149243623999451,0.0977788985021032,-0.0988505105320947,-1.05357106361614,-0.0244296975372611,0.346423213393207,0.0276852584265791,-1.0279411159705,0.203470444668391,-1.64304072282026,-1.0249363439672,-0.377668643266408,-1.11345329804123,-1.45584954016637,0.0478194295949574,-0.593119456839953,-0.742900529431539,0.39935704956082,-0.723521890655929,1.26654774996544,-0.609937329811172,-0.258320283746591,-0.178952063764409,-0.0769586981587044,-0.321704265315039,-0.155339238867371,1.01841478006216,-0.0237871735137082,1.00698905673146,0.124984777010231,0.0157554790304249,0.104472607077265,-0.728018506100783,0.280542862423686,0.216956581872049,0.0112818987684799,0.144512890078158,0.0828975780203421,-1.28488140398137,0.204267542576974,0.0926856996067317,0.174844269236675,0.479191913447056,0.671053597713366,1.00809693377175,0.246912629202008,-0.570293012564142,-0.312323073314029,-0.482539915869935,-0.579498053760513,-1.00079432925618,-0.0330068496550908,0.597082832063148,0.433108596809632,0.505172583637376,0.805330779254524,0.457195433956589,0.302931273102912,0.276954554486078,-1.42166049770994,1.34048173560547,5.51360027115898,0.665730047892427,-0.256210193742691,-0.78662519433826,-1.95678789512355,-0.627973203992692,-0.395877561969071,0.700415263821234,-1.66946437735222,-1.39803268996019,-1.34011587093996,-0.65756155839751,-2.85488293791727,-1.77811268650729,-2.60974365582473,-0.189916076368393,-0.849221723634208,-0.160078187890299,0.098967408578414,-0.54261860118907,-1.88470740463092,-1.40407365204219,0.028186492010089,-0.00843269104136092,-0.554675127666546,0.0851521437026174,-0.0623832880228954,0.543219965176797,-0.0917310162694102,-0.00255738045085389,1.45039691832242,-0.0563339873389805,7.81265311923468,-0.00036858967287292,-0.0120271413746602,-0.800245932869577,-0.261780169621206,-0.011317832729054,-0.636086553727281,-0.0030093563044039,-0.530827324336031,-0.000165621431804129,0.266918072088455,-1.09744099689536,-1.74400724659507,3.7350749413774,1.95324766364169,-2.3933814870856,-2.54293914691003,1.76995677665818,0.684820055880832,-0.692039355333713,-3.43623420930265,-0.346239715757318,0.258775750481491,-1.00670923867831,0.204619790619972
"7",-0.0998767202986849,0.00229158648604169,-0.128441430072507,0.00247906827749462,0.0568530865360312,0.0450442875394681,0.507450227945921,-0.478613198739877,-0.467086769584928,0.788405068434847,-0.0281056219857766,0.101150525360167,-0.303914264261047,-0.852420158099569,-0.413809175863005,-0.345316949392145,-0.136253893193082,-0.309092787128998,-1.0678091526388,-0.858848628275019,-0.448172577165116,-0.370989065894147,-0.974630056816414,-1.63518209044576,2.05735376222529,0.0270265707091976,-0.773535135006122,-0.0531964600981367,-0.0581679688269947,-0.153833754143945,-0.94388202701361,0.954771852402462,-0.139103228007807,0.716407474460259,0.181446606046138,0.0397327950176077,0.673355467144472,-1.46685106114519,0.204217962263409,0.00686830991058472,0.285965023336114,0.118982643156308,0.165585611590587,-0.56220657511077,-0.425955123263071,-0.211984635594986,0.757367226638002,-0.0789291773964189,0.753102684351581,0.430109842336478,0.228285286907326,-0.0687643729657453,0.684374015054503,-0.300985340466405,0.294705597435082,-0.653773306944463,0.215573151641557,0.4443012249941,-0.133819454437433,0.395276258382163,0.453204798852422,0.454349273018056,0.273282833788376,0.131596877504607,-0.844661784329553,0.764679965244915,3.6758059496279,0.391083356419032,-0.302363424743456,-0.0908082578031501,-2.25820844581696,0.0592887775679155,-0.0385211668453036,0.820279748462651,-0.185025351034838,-1.05225338691843,-0.560737349928799,-0.936846137606192,-1.29630269791979,-0.391917063351945,-0.802408908062394,-0.0155475333463821,-0.161735947666148,0.113132301917874,-0.067731964149344,0.284730938205106,-0.950799635894982,0.120681751096765,0.0944031530586743,-0.0228055419271353,-0.139291885020827,0.0979965612661387,0.0450116539722499,0.448775012535046,0.004766319117827,0.00888271432992064,0.83033036449356,0.0234631014103104,2.2878495456821,0.000932237343581484,-0.00107996907117749,-0.134468756864513,0.0548707796448889,0.00853224997861454,0.0670368849863822,-0.00104107257897356,-0.113549933283637,-5.95196024999896e-05,0.0717465250847827,-0.410601867932068,-0.71665451614013,0.154326868942799,0.650167573040407,-1.32473809765161,-1.45469786956364,-0.125922328728454,0.513552327330664,-0.490186266561639,-0.741613895603042,-0.19985244213279,0.721809630663792,-1.33973235910717,-0.645883758555684
"8",0.104100718388999,0.00853689298362671,0.00453465779516591,-0.00080737857536302,0.0993751825494891,-0.0277903955261486,0.560607949467971,-0.49724485188539,-0.174938991786236,0.956955034124051,0.162269248807773,0.0730676435024345,0.748417553684227,0.450675051089084,-1.83813617576397,-0.226758384467214,0.110224730395719,-0.762431619214066,-1.41175521964189,-0.153270718361759,-1.01482465806376,-0.864266844206655,0.182015856835729,-1.11545657663197,-0.912955982162381,-0.596657504076116,-0.771036022263792,-0.158567024842967,-0.164396909692944,-0.411111962836021,-0.146972748408095,1.59790413363361,-0.104965317821433,0.484586625022752,0.0403927309968432,-0.282166693715968,0.0613298558844973,-0.513796228215437,-0.032536387212042,0.000330859960043327,-0.744930293863261,0.0849809511097678,-0.107305612718384,-0.892700059323327,0.391143655347995,-0.261342792431826,1.2289315689137,0.350804711912854,0.189178332760608,0.477618879517798,0.123642946068952,0.632226899637019,0.192305813642899,-0.304032525802256,-0.705905435901133,-0.141334812198878,0.449772625888146,0.258564146485566,0.4904243263304,0.45986720252433,0.423272449189242,0.114899262837689,0.20811996410204,0.249413678456649,-0.32233681397486,2.43164331537372,4.79829484887344,-0.179176019748106,-0.281133532858951,-0.615658746352921,-0.829073267394987,-0.903647451198932,-1.17179468157151,0.580731687735576,-1.66644937483899,-1.86964569765624,-0.987235275947642,-0.977078599620465,-2.62096809699509,-0.654183889239139,-2.50333783559252,-0.164541672827987,-0.921694765616121,0.0276013816296427,0.542306408476225,-1.08022897198407,-1.78378548740904,-1.1031045298941,0.0807669542335797,-0.107702936465421,0.391934619706742,0.0950467785160829,0.00584088205417718,0.0380013874850351,-0.0321743340119324,-0.0161239366044237,0.699750153973761,-0.226042225140899,4.53392200513417,-0.000331521566355362,-0.00801750123832618,-0.667015813922892,-0.0422126031249928,0.0360334686506328,-0.586267906658015,-0.00210099963162192,-1.14844200573497,-0.000207646604048684,0.108949546802991,-1.04061353969218,-1.64726717363263,2.64763219793351,1.72218343313775,-1.80619997192458,-2.78297544021832,0.338035969062969,1.00893881478064,-1.21398971713497,-1.71349009223507,-0.594318472000882,0.390563242238827,-0.91493119824332,-0.352009065388799
"9",-0.0663251724324059,0.00901157348608557,0.0222793142101223,-0.022158623298774,0.0154765967112612,-0.0717224694815425,0.487749473890208,-0.296018825564332,0.397435120763156,-1.16469614233182,-0.24515914109829,0.0871616926098053,-0.82337934049436,0.397702208712315,0.0467688524041828,-0.187073857928979,0.333922346498373,-0.795960673094484,-0.738627274153835,0.150740198833579,-0.0877772111606143,-0.594247243616885,1.19786910901133,-0.274536859821217,-1.93318946739009,-0.270325622482701,0.258993347638673,0.162187365277401,0.0512111033218406,-0.283607067429891,0.00392759670412752,0.502417611451843,-0.0365070860238646,0.396290512994192,0.133415058948461,0.0079473285422835,0.955437884529287,0.497916873758679,0.0703704450153998,1.12764550192659,-0.20499474323205,-0.104186488004842,-0.294413218337279,-0.95601605542134,-0.142943682700527,-0.683283425459795,-0.487409755445427,-0.583946624970489,0.172487863856628,0.0224805745649235,-0.35746295278619,-1.01382194714609,-1.44546675291593,0.0867858638766722,-0.225456104690895,0.116705669114164,-0.176464082176236,0.23805805051881,0.11849757598877,-0.0737246451646167,-0.0421759956615908,-0.359021745524591,-0.119600053920759,0.170308564343672,-0.0422729310659088,0.914607771270874,1.9378551263291,0.609440705040744,-0.563369986721263,-0.48841920003604,-1.34033501280233,-0.199657935164866,-0.717642233689502,0.544247949550166,-1.35053452000973,-1.42644335486898,0.0591962570194888,-0.0866775682067624,-0.477142354662121,-0.478213658173548,-1.71152216157745,-0.15516319869198,-0.107443011970907,-0.0715685480682711,0.143522746085179,-0.427042988327715,-0.997175454779212,1.98753506599537,0.0442826744510383,0.0437695771434867,-0.161229292609185,0.0674186536071569,-0.0486801196722245,-0.133472624769148,-0.0388190691632652,0.00282747795497418,-0.194693452591897,0.0280801315754741,-0.74236871058969,0.000366052313077134,0.0128089362839723,-0.142735960927959,0.109761496930397,0.0447549916721572,-0.493748782499156,-0.00069861270482194,-0.321628053776568,-1.59807085521529e-05,0.0354779984764467,-0.381647867183028,-0.3077464081078,1.93695729044978,0.429581768848137,-1.05822946252986,-1.81528675766947,0.891554403517038,0.406135874225904,-0.738694110407231,-1.15111451744612,-0.101036463754074,0.295750820162794,-0.213026083747691,-0.56216880088172
"10",0.0720890589505299,-0.00627963372185093,-0.0712092918292621,-0.0120427123784815,0.0592751473901825,0.061571449406063,0.397508725796268,-0.560276854493362,-1.1238357233116,0.239827737484355,-0.104034174729341,0.0757668879362516,0.285605232698478,0.166880840033335,-1.90847538536736,-0.0754738751434404,-1.29980523902537,-0.73433594952879,-1.58974410581572,-1.01695138832593,-0.0151756917311739,-0.473553848851833,0.541481967595731,-1.39890589419071,-0.402022130049834,-0.457452914162353,0.256865044904128,-0.254446224373331,-0.196667274956128,-0.331108194626451,-0.267292420825277,1.01575118115087,-0.089292865288769,0.978621836507206,0.198392816661531,-0.268059527047551,0.0962255103046099,-1.88045041478861,-0.330355447771814,-0.206435659608091,0.183516274245735,0.0486259609911855,0.323702175777082,-0.104402501834933,-0.152009395952503,-0.079448078457859,-0.0491007015954563,0.529357039166391,0.725025339128201,0.741223321446429,0.276407026325617,-0.0751932611182059,0.198801310299364,-0.351868316521632,-0.0920876709778993,-0.647502548915699,0.346806403354041,0.0566371778990174,0.0966368879213756,0.127061583282165,0.127543054360356,-0.162986474195588,0.0659749009969797,0.0746446662569603,-0.450312263070045,0.695499922583271,4.87758445974232,0.128970990848015,-0.599968948237142,-0.1927030077417,-1.12599682947546,-0.248969658923007,-0.635045154001069,0.17535855769977,-1.17638592248458,-0.863075096307278,-0.843891588598035,-0.334768985713716,-2.06461573439723,-0.229528957866206,-0.486813239887843,-0.12883326811548,-0.991972363562834,0.00622851065582332,0.387107061115733,-0.815976090369391,-1.8310420931757,0.312363986162086,-0.0867362192144588,-0.0857430113785109,-0.424538525177806,-0.205006389043132,0.00488588686649565,-0.406856994205563,0.0348413364778844,-0.0206220394596611,0.256840479887215,-0.168322260662844,0.978447258755699,-0.000543030487306328,0.00763281944660896,-1.12755164558548,0.000168769061758035,0.0403189245640945,-0.415100142749662,-0.00165106105574758,-0.454605289718631,-7.96484165893819e-05,0.149495224450309,-0.771064608216369,-0.788769005519264,1.87611989544406,1.50743735846053,-1.35757900242113,-1.6366050106565,0.889841035327626,0.501883950011339,-0.436714947066018,-3.59022310383571,-0.55673061053311,0.247717495807135,-0.519973329105969,0.422137564845718
