"","pval_phen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1",0.0598494908217567,0.605178018989492,0.409420291114453,0.816839353187331,0.367023250840171,0.153277422948694,0.834004420561313,0.530611314455471,0.836689378720754,0.496171720125676,0.961841504798887,0.192783979699097,0.0870632068989319,0.719831701178564,0.589011788533842,0.0471963806372916,0.935302932079629,0.564807737428019,0.83698713778391,0.960503861571016,0.833484787340313,0.349913500323671,0.161743394404701,0.161130087280767,0.473383711670842,0.335646887359602,0.257926658758858,0.609788294628484,0.553510254671941,0.0958135944293722,0.690989618567623,0.934269956088175,0.306013615374718,0.407827297981516,0.529364650742397,0.166330937824631,0.576292138194984,0.665730902147134,0.431455270387772,0.446689596035132,0.633259032496715,0.835250332204257,0.801565500808684,0.0216041139015195,0.473233321606627,0.504226587317159,0.688446518021836,0.121623511673753,0.183826383483369,0.0314931849879147,0.427890360313474,0.377831835548484,0.502020475331478,0.764288348603739,0.145819056424348,0.306729384693944,0.00160688050193723,0.213755704975117,0.858379949933655,0.875538019872119,0.0755754005456448,0.8512632868037,0.011166370706913,0.0390110082383553,0.448224418131625,0.612391217810424,0.911231121950296,0.232920007883582,0.346996710057426,0.700926422964042,0.0188053150418591,0.448795095340084,0.522310578903707,0.814336466579523,0.033913480663473,0.439667692668483,0.0582668624447244,0.267211011733355,0.612927944045142,0.922902802828512,0.873242660222229,0.632232410441197,0.780846775663146,0.0623871943901961,0.203916474863287,0.00490537504732002,3.22790268761923e-07,0.199603618470097,0.0579962881624102,0.789648269871932,0.441437529647815,0.348138451801332,0.498283440901291,0.188372497921927,0.672591276016587,0.0844294703706548,0.0303846663746742,0.114648860896114,0.49103567031699,0.983172588198698,0.257359354176801,0.0683891512050344,0.0674083160230357,0.793854172186984,0.200839457585797,0.533002715797535,0.81169464510649,0.0987988551317955,0.275314404549779,0.0308889638313713,0.0152310161528159,0.63337462544786,0.136276955309917,0.330705990974849,0.104920275731564,0.0906206218285881,0.360170119347702,0.377296370572486,0.0157048268344307,0.251261760312968,0.561920412089489,0.563571349455796,0.542007653374083
"2",0.163896957450401,0.1264844557816,0.537371063372602,0.128176492291909,0.327799426984834,0.296830759850894,0.29272020147875,0.297311423296459,0.763787034647725,0.545032287391157,0.891596496265302,0.146315518997295,0.847127135397052,0.795556885474381,0.00470133559004349,0.844748593432094,0.7189510754635,0.0758280946239997,0.0705034181516599,0.578899663311205,0.81539536458892,0.277019770198651,0.852297548057829,0.0264446419653057,0.905149255257434,0.439037767340154,0.101050880556983,0.0688300357316803,0.689597970859227,0.024296265601521,0.885792887764807,0.0826552535235956,0.245548273422978,0.106580751990878,0.476563782333468,0.626766497101989,0.245678384404648,0.957486497735061,0.879933351123789,0.413660476365749,0.926078278222122,0.667118084109422,0.845481602409406,0.0438274411654646,0.469951369770208,0.973251050727236,0.976672009016031,0.351224217807691,0.148117700092591,0.00161615270116045,0.331824570740377,0.534373217380737,0.602560545609248,0.725357791215503,0.932830218656224,0.0367921466324636,0.555009059638346,0.723405561414917,0.716357560786605,0.770596413161291,0.427034666060379,0.977402790975771,0.290815515963423,0.391578143063468,0.395278519889244,0.138095946795717,0.416625868359949,0.936038384386698,0.939854004196275,0.949206707744276,0.000166616000359844,0.726164502939525,0.0201379814613318,0.366859957002577,1.96362109675046e-05,0.00285082808829797,0.00230051380993615,0.0488702699221473,0.00107027183795816,0.232111455156258,0.00872006150885604,0.114904346176224,0.12596629452516,0.0464942348252489,0.385472569133365,0.167438895880987,0.000249877488149405,0.372057740387056,0.605503668094409,0.111944990083683,0.0673108830446786,0.5409814564221,0.45081762813148,0.656985307264951,0.950122952290061,0.604906892401128,0.156009899424256,0.0581001881844725,0.14156337752623,0.994426637539316,0.109625050428597,0.267325465834831,0.143741575982516,0.776598515306769,0.0407834119602129,0.788285510910337,0.779596955244534,0.138608642270854,0.0277650566513845,1.63423612725546e-12,3.45346429798431e-05,0.00178996879375044,3.91470630488383e-07,0.009114418679791,0.000170832671677716,0.551420873033917,0.127839294353872,0.00439926572775608,0.0017656317685225,0.000974189940412585,0.0521074898648365,0.0216059130742595,0.663998530003899
"3",0.285681441000937,0.427910604794004,0.81533983950582,0.991936139916393,0.0415229229154164,0.247979115798692,0.679541269863239,0.0150729358625347,0.673570417920915,0.0241802728254136,0.404936910668995,0.670644898215882,0.788085337000534,0.662161988294218,0.000824556130316909,0.303970690956602,0.352382462809803,0.256184698050985,0.105675167732867,0.627333989227169,0.0381815222584719,0.64382667364185,0.515626895517379,0.0117702391543606,0.732154434096842,0.228388069244147,0.111539215472411,0.482231705699613,0.304069900232335,0.00666136513606198,0.375377041272563,0.032024404037269,0.640254247397692,0.519128548794804,0.0744450353126955,0.0818282735567761,0.233356396079916,0.0946636533514326,0.816718863926802,0.635210137421351,0.68720718578737,0.383380381108948,0.6707415464899,0.106292704200342,0.775528449498401,0.908812919139616,0.255133413307304,0.0252188993018872,0.260914918104165,0.00750703291071665,0.0507788896582683,0.87403582319821,0.71155730116538,0.0914883884294292,0.833910545233949,0.320291809463062,0.991084282625704,0.142238466633427,0.500956127959845,0.285408334800311,0.156817445987884,0.182405874143217,0.211255127723387,0.0195807032797324,0.0197696818223368,0.0431838591569565,0.000281077240117474,0.123880485372968,0.899746790236406,0.0168071541450249,0.00266719614228981,0.0394893649696213,0.00873631011854391,0.819750361611597,1.3704119460778e-07,0.0180272533173417,0.000974745963732726,0.00852497505597075,0.00631432149290951,0.203531555399525,0.167040776470623,0.00906961954355125,0.0255295886481796,0.719427653647754,0.104523894784129,0.0191329942325009,6.26381127361045e-05,0.193834288489826,0.703949298526697,0.0327720344175253,0.828270119655131,0.101456217839306,0.709230431963542,0.63868766635897,0.776602151638715,0.500639729334869,0.200846763119854,0.00795908743464176,0.160680501917088,0.541590632497747,0.750550832757877,0.131202719731329,0.900008484158745,0.650470265276853,0.266956636145647,0.296595651101521,0.269903759609077,0.00107554140086234,4.10645368986614e-05,3.95179403381992e-15,5.41904784230717e-09,0.00168997920242605,6.12884294317004e-07,0.000986282430782852,1.51789664516668e-06,0.7011207973596,0.0055462499455791,0.000606542146457294,0.119393233949928,0.00899357697130596,0.830310348019866,0.666729110169948,0.94441580689618
"4",0.0479320727291815,0.30581366965468,0.414807644664997,0.911638682360427,0.13462255088879,0.246492074190339,0.491260691876701,0.193764221146798,0.754564432104002,0.193032222846334,0.686974391623666,0.448878746378523,0.603867635024261,0.658939977455677,0.00571423568896239,0.457229415903602,0.944207088975455,0.886929967157225,0.297447135469193,0.446015010028497,0.0415370001725615,0.191617087607596,0.199569626504196,0.632679020085401,0.998639270658645,0.946547494579712,0.257644600332505,0.641948621587097,0.282017368933084,0.00218282475305043,0.852070575283448,0.141168738061545,0.639240113006172,0.228040643492304,0.746105937096118,0.874922833598887,0.567468902459942,0.660809119092867,0.771293912138124,0.559839691772341,0.545127947034222,0.363713307103433,0.156629528461892,0.00304623770398457,0.891444325596223,0.0846555151786234,0.545303844602989,0.0775719754684627,0.0388128027637859,0.476854447916733,0.832346387527471,0.362755269185822,0.100307873848513,0.856976619467355,0.715961382709171,0.0452362877187206,0.641940153033185,0.479304326111601,0.303528044012255,0.455658128884253,0.434039121255391,0.424665764981173,0.908733318423484,0.419689746084471,0.537121652457666,0.136676969265896,0.00584372132916812,0.744775149443561,0.610866514867386,0.261197829067869,0.000293833501814886,0.00850935485219413,0.000187045357041416,0.853096565423797,0.000109322930293428,0.00452983350815923,8.14095498987338e-05,0.0802883468237052,0.00252841002841216,0.579316552103088,0.106918522505939,0.207548183816832,0.00807851529447113,0.456878517683008,0.511442360744954,0.333446190880361,0.00233372760379577,0.805970884393284,0.179131470242054,0.130119553104096,0.266027656844981,0.0548660445646017,0.423508038011098,0.248037045924803,0.254570600233428,0.680275988144616,0.196425520645214,0.0177474069580638,0.199290620888509,0.0718901012455235,0.349509007844824,0.729784162582694,0.784778938254833,0.679193290730815,0.0998847987789244,0.592380489917027,0.13032773928999,0.000276153163512798,0.150354120411199,3.01796748652566e-12,4.03820530141152e-05,0.0110352246411248,5.28839453672459e-06,0.0314825564446135,2.17228504542126e-05,0.946436838824445,0.000178402236592663,8.79589795438774e-05,0.00158475400303376,2.19128949429903e-05,0.0495258057937068,0.561198124452148,0.155741299706818
"5",0.219065307672597,0.971808012836923,0.961542277606937,0.277283691895218,0.302092902435516,0.0738491252223881,0.372178616368687,0.123695879674197,0.419482608088413,0.736847275820495,0.7132982761773,0.937629611181171,0.987017319197791,0.949529824402265,8.57953140539291e-05,0.970005002440589,0.482556771322292,0.203382860347772,0.0124350237071906,0.502787818841438,0.292934085703239,0.250772726231274,0.61774095402376,0.110402001022138,0.340344952673129,0.462882525639922,0.180366775715975,0.219057282133243,0.0261316028564174,0.00292228862786512,0.262309810170008,0.000516160892260699,0.878001634351826,0.514042414886363,0.756887627271459,0.472682659312386,0.939495236192545,0.888128299596498,0.70368178843367,0.536161537508824,0.531618767409823,0.176022680509899,0.816917398390515,0.13607835672577,0.314231304899619,0.563544680324643,0.527127079766401,0.123863274943511,0.0404675301296495,0.341770424173707,0.960361160774082,0.631530104368616,0.871851128145196,0.82425482670066,0.886878977787962,0.0353056674248303,0.578617609343833,0.276170132521593,0.32362990435011,0.312532236104905,0.369465343322253,0.110397523709714,0.200851145949609,0.106594123342271,0.0460504279743464,0.000124960961352157,0.0576578174960645,0.611948207326621,0.387806636447455,0.0747345697664359,0.0176987299550437,0.0626866240192882,0.0122569049131441,0.203364153723966,6.91974032714039e-06,7.2172218111525e-05,0.0585756342670375,0.00765951240622937,0.00366399211675222,0.139031581993343,0.122573604963995,0.175237041494208,0.0311667706097465,0.231697260630691,0.219005561191734,0.110947984447175,0.000927487148882927,0.735276788671948,0.0600139931625403,0.211522090883407,0.336841554139329,0.112944928670903,0.805433867261461,0.658743312785976,0.168363481936232,0.4851035622711,0.161965229647798,0.00414373643774217,0.20722268879106,0.930260989449667,0.0792186765892545,0.399992953496701,0.70825734190889,0.422835045656829,0.0966004940024534,0.447269255546174,0.104884304314773,0.00377217689777183,0.000822158691984359,1.61480412310835e-16,1.77017273007131e-06,0.0015816679688401,7.12759744351313e-07,0.000125697659144341,0.0100539235780392,0.258592424172583,0.000134516449555072,7.37223061752149e-05,0.0782842850482219,0.00035435054354932,0.0300974820614374,0.0572184483071811,0.918712378298019
"6",0.578471706306673,0.553106371347103,0.0757129111743799,0.130281660377234,0.161831953920825,0.255377720374414,0.832836908094508,0.733241022820266,0.13370841032009,0.96619237717685,0.344774405190021,0.743342128500095,0.289430980218287,0.842195778044126,0.00455885510941424,0.207498136770878,0.644139689944418,0.00995383802085535,0.0229612688448884,0.960027691846012,0.0479031136011482,0.0860696588642785,0.62204321237138,0.426838839943313,0.406817767914245,0.11508276703004,0.732746274775084,0.199695783653916,0.414596077472934,0.00789540358486086,0.807545602903051,0.0449499451550924,0.822855163474458,0.17955661353448,0.363968829991449,0.964786622028371,0.858874311733822,0.373920725457763,0.404348519730484,0.691106667966369,0.986851354939777,0.620989325582713,0.806141524948172,0.0149014147032613,0.661090218064234,0.782911837787161,0.827481714077627,0.255609112710818,0.144696960172366,0.00163194589804351,0.496933075845901,0.513996966909551,0.654280469585097,0.169681056188531,0.24570445860693,0.0524928643606603,0.911504987178665,0.0777615470982489,0.206007589265949,0.150193751422475,0.0132627211140129,0.153390666166427,0.357359546862102,0.408417375086626,4.56391309716241e-05,0.123042891448155,0.00719685871602816,0.206431147727313,0.549372119535767,0.0397472825502064,0.0669189894206858,0.160420053333968,0.352473689209041,0.118478421972847,0.000184903852969451,0.00222455228234673,0.00101063867199557,0.227462039651084,3.469832097255e-05,0.00313450386001001,0.00488144028552346,0.0986662323417672,0.00889024471193945,0.341589518099282,0.751754286178611,0.10971288592401,0.00031772567053822,0.145371129853196,0.786858990240853,0.861020656191483,0.461673006202375,0.541394722568988,0.322345622252826,0.147333105634316,0.0577342091800054,0.847536852689507,0.0252316205479213,0.502792537949718,0.000590406025773736,0.630324513494285,0.353950349582966,0.0744070222936135,0.525111232065962,0.841837909230999,0.0178555121538542,0.179619166839807,0.299082767214527,0.000345815233026277,0.000165588052015965,1.07960576495328e-19,3.21702842337576e-09,4.53786629927007e-08,1.00838786657311e-09,2.14763876814522e-05,0.000516420099107604,0.0288053474928027,0.0402566589100756,0.0695044769584242,0.00145364677147676,0.0290769039749026,0.456268521816317,0.145132369690116,0.766752343972108
"7",0.429338700452809,0.837943817213587,1.31452363565359e-06,0.811832823842994,0.554204614790719,0.670090473670482,0.173310680517283,0.0402843590870697,0.410848839509965,0.0900236254920192,0.923598106704252,0.138038423072744,0.697937093944761,0.300143542115817,0.376569597875825,0.596456161547201,0.836394057713802,0.373429578290566,0.0383316539137253,0.265301242572095,0.0629576774899386,0.285452766899097,0.136219592351448,0.0260752336655606,0.0952860002256812,0.930812143177407,0.204415534747092,0.637032279690583,0.44366339383906,0.113175339633595,0.0667034797253743,0.0197711365640069,0.104790908905414,0.236786151714286,0.10271173910552,0.890176513849219,0.15386257950973,0.0263088962587024,0.452040097179401,0.987547950445453,0.603816321838261,0.612880519756032,0.540460532555851,0.185668522161443,0.257216613833158,0.43077650793764,0.240728136229025,0.814653455490041,0.0419651755499323,0.0913430941819247,0.433494119721393,0.922322703837719,0.222611623566028,0.281923555009111,0.463689915044475,0.116462825328689,0.366869451598338,0.101420121090449,0.625848165121046,0.159938476347103,0.0806350917161939,0.0767606467805055,0.30004901832222,0.622518977259737,0.00250790396465265,0.27427511055476,0.0261187480750378,0.355190319502047,0.378735131268542,0.76703157114136,0.00867153554455807,0.868164658094615,0.909760795547158,0.0233224797946254,0.60694331861744,0.00408307170015174,0.0874764166195716,0.0326765666647496,0.0194479957170649,0.418517951920472,0.281255636992409,0.865989064728024,0.53532013102604,0.403745271404357,0.788407449355119,0.298829930610126,0.0235844226181389,0.876817502151465,0.25664320202932,0.55635165995523,0.817738039226058,0.383949667006199,0.372069847281107,0.137081169600018,0.902093810068773,0.402564835758436,0.107630125434668,0.727503453455004,0.125703328149233,0.128684597191351,0.917700340210249,0.709837503593927,0.855906371374751,0.711024448078332,0.579730173871772,0.283783148340353,0.781327754926128,0.110260218787979,0.202751160231634,1.60060167393853e-05,0.00240445787496078,0.779472026886584,0.0105658031368108,0.0033000302543944,0.012466733322445,0.847183669441903,0.043109182685829,0.0961121853636468,0.393915925894004,0.114340872507014,0.00931175554805651,0.0155981478002185,0.24204921652138
"8",0.458582786570575,0.494296386280374,0.87678656296016,0.94445832489519,0.35317458809688,0.812218700326005,0.174418039089627,0.0542794527098969,0.779963927418776,0.0622904895414644,0.61964958140191,0.332432562563411,0.386977276483058,0.620896267984781,0.000367225187517712,0.754578267725802,0.87979606887618,0.0479020172606871,0.0133752309892301,0.856979486978068,0.000143462953934767,0.0250792811808673,0.801009319595695,0.169255330690619,0.502402769663198,0.0838419788138084,0.25290580998352,0.202350982020013,0.0504416866464383,0.000137876998336766,0.796082421851101,0.000412648202229389,0.267707588830828,0.468818036041417,0.742084420011361,0.375114398842715,0.906811380205125,0.48148972782083,0.9136203622741,0.999457709820512,0.222182250059628,0.744339034276004,0.721745174183194,0.0578665022615086,0.346280098118856,0.383654171361517,0.0856340608682775,0.350798032836992,0.644765730576272,0.094801384216853,0.702882206929616,0.416986917791859,0.757113521810876,0.332129485483736,0.112635348723772,0.7588190551356,0.089284753401325,0.391853536091697,0.10828200079819,0.141916205507044,0.144743700365263,0.687513231717512,0.478337357061645,0.403906340273089,0.301072820785081,0.0016789564404076,0.00868156794791193,0.702896088717246,0.461094552172486,0.0710778577569767,0.384109679020968,0.0234465111066063,0.00200111858994543,0.14638692254589,2.8088248851011e-05,4.30350427804927e-06,0.00660659685138235,0.0440995289445178,1.99686031581932e-05,0.223215031517244,0.00244863756786274,0.108694806671338,0.0014423097158475,0.854127856689049,0.0517306799074812,0.000346769230075634,0.000132234872620452,0.199440291815132,0.385010276266022,0.0120643235226238,0.559768140383778,0.444435077925563,0.917271423508884,0.909514994288792,0.455648146660246,0.174002866685469,0.225104482780869,0.00245835118641491,0.0273176712393581,0.627426544080857,0.488290082700067,0.0953511680885365,0.909128015398884,0.513909311624815,0.0252049550223496,0.33919360180796,0.0116641860962151,4.16157921547901e-07,0.0834739319208241,2.5068299225861e-22,3.55494168824250e-10,1.42553793031565e-05,1.58875433417926e-09,0.000328216908024425,2.02825987944587e-05,0.639771875392832,0.000718929708040863,0.000358993343291209,0.0752419591036384,2.27247236384694e-05,0.207365697481808,0.137572665084699,0.567204687692264
"9",0.657229980556831,0.498618710073833,0.474765840354398,0.07224426153799,0.892025833080025,0.564096690429655,0.267510318429462,0.282445967403469,0.551619095772071,0.0332823087649584,0.481297222018368,0.277957318239751,0.371787487150899,0.682042692309442,0.932352991462259,0.808604770399481,0.667287881116751,0.0524779662113053,0.224750161938849,0.867940252145436,0.758035421458862,0.148321406082269,0.119524218277136,0.751001953842968,0.182647437451631,0.462296816475711,0.718529333020846,0.221234230905559,0.567583702496168,0.0136458792172855,0.994826661129942,0.297870437903148,0.717622886713835,0.578350592814934,0.307735272120833,0.981298475119407,0.0867559257033849,0.522151664907658,0.825767203656513,0.0295924456216896,0.752580243361124,0.707464881343993,0.358567002145363,0.0565941978766975,0.746764017459235,0.0323151943971198,0.522448469686593,0.144514716551858,0.69315789714711,0.941106194060938,0.300329407498642,0.221965088192805,0.0290163932327453,0.794799939713708,0.634540368697533,0.811960423473467,0.531576078006384,0.459160620920564,0.71565009409128,0.825039691688786,0.891435331915091,0.237831896009372,0.701986952744823,0.592391084638691,0.898664935533268,0.267941732057241,0.320359317110804,0.223197684083714,0.165553604950125,0.178813816124981,0.185392136092499,0.638302145552289,0.0756224695968977,0.201607274921992,0.00145549425253762,0.00101042295290218,0.878638964289984,0.867000225172778,0.467243279633577,0.403365997183906,0.0520369149018239,0.155396019229535,0.727732487544095,0.6544868021071,0.629182995782911,0.185281037550189,0.0451508466639863,0.0300003767155134,0.654554980404647,0.338665114575899,0.821747634037235,0.610805032291782,0.416051185178859,0.707869193943671,0.397957675024042,0.822853602478807,0.752028472154928,0.725142999748642,0.732792752960969,0.614406653121411,0.298690887864304,0.737737918615952,0.778085842511255,0.37662877554154,0.0456819461637242,0.73200413277039,0.507579218671879,0.716258756505607,0.598113445941742,0.000989254350368667,0.273621062922034,0.00291915373102752,0.159014172943396,0.0483212550137669,0.00905992008297495,0.246641362506471,0.199164814207286,0.0408486459689991,0.262110299948574,0.501984276552527,0.369838699301277,0.745541342067584,0.390715082229042
"10",0.621891791980436,0.629050487954798,0.0194672429330178,0.318047095895469,0.594607528506921,0.61312137286343,0.35503687368347,0.037235963415271,0.0847110917105863,0.653855141297252,0.759772685812653,0.334402110775698,0.751203725982128,0.86035309714545,0.000381873801615532,0.920350398753537,0.0866419764320505,0.0671612174893852,0.007444930181472,0.250765416524765,0.956533110040438,0.238539533360516,0.471466879691509,0.0977858433098591,0.776709845592618,0.202967448159529,0.714488792040469,0.0492871473115264,0.0245565023946202,0.00320097609675353,0.651455338213201,0.0311092615531214,0.365219956440715,0.159973159394607,0.12046129814637,0.418351629022826,0.859937595395711,0.0132698957929901,0.290113711211232,0.683756798454462,0.772718095274438,0.857745760028187,0.301697863090116,0.831362079900416,0.72523119155679,0.799118061408963,0.947428226657637,0.175936836159075,0.0895012172815617,0.0126009401102189,0.412535193659873,0.926143460419277,0.758760602811169,0.280606173879957,0.842490874460976,0.176620399720842,0.208230707606234,0.856996443091821,0.761143117730195,0.696641982270318,0.672813097545972,0.58351032129113,0.829008992872875,0.810276203929991,0.164986592065597,0.388604603690228,0.0103999496118279,0.791971042176102,0.130661436236107,0.587360061278341,0.256242161200054,0.548686528308957,0.10778746156276,0.673702133180701,0.00455324223720724,0.0419892782922464,0.0257900997813006,0.50789724901206,0.00126261351642201,0.681467635118051,0.571898794879639,0.227475929387549,0.000985079549289552,0.968188849994174,0.182419275031409,0.00952045205472723,0.000163476669271947,0.727205456453916,0.369866142429218,0.0549919784905021,0.543814789693596,0.113129196428339,0.933446037486852,0.242345841864861,0.43757567772454,0.0946624651193947,0.669785979915517,0.0309679101592041,0.64567979379405,0.44490740113448,0.526252779236509,0.00672404899005849,0.999647393342336,0.435423674094038,0.109260398917709,0.426057453907053,0.337817464123758,0.064160048736456,0.0228064344855344,7.09654120393737e-12,0.00405537743055804,0.00317747877530768,3.94687153334579e-07,0.00952151677609227,0.0161317084046519,0.236630963678996,0.105172904503032,0.2168061203605,0.000336310201208686,0.000146053331736772,0.442193419900027,0.41756805702667,0.50961433671032
