Phenotype:,Hemoglobin A1c,Mean arterial pressure,Body mass index,Heart rate,Oxygen saturation,Hemoglobin total,Poor (N=223),Fair (N=969),Very good (N=79),Excellent (N=132),Cough (N=413),Diarrhea (N=85),Bristol stool scale,Diabetes (N=40),Allergies (N=124),Heart disease (N=59),Asthma (N=62),Stomach illness (N=261),Intestinal illness (N=103),Arthritis (N=43),Painkillers (N=1184),Antibiotics (N=242),Anti-diarrheal (N=60),Anti-parasitic (N=49),Anti-fungal (N=41),Vitamins (N=335),Anti-hypertensive (N=82),Reserved (N=1666),Nervous (N=950),Openness (N=1550),Cognitive impairment (N=100),Dementia (N=185),Alcohol daily frequency,Cigarette usage (N=82),Cigarette frequency,Mild anxiety (N=395),Moderate anxiety (N=123),Severe anxiety (N=59),Mild depression (N=469),Moderate depression (N=138),Severe depression (N=89),Cat (N=960),Dog (N=1384),Parakeet (N=157),No pets (N=220),Cow (N=535),Goat (N=63),Pig (N=269),Chicken (N=1664),Duck (N=636),Turkey (N=413),Sheep (N=51),Geese (N=82),Horse (N=468),Rabbit (N=176),No farm animals (N=171),Mice (N=820),Bat (N=546),Lizard (N=534),Snake (N=546),Bird (N=660),Possum (N=588),Rat (N=590),Squirrel (N=51),No wild animals (N=591),Beans,Tortillas,Rice,Bread,Milk,Yogurt,Cream/butter,Cheese,Eggs,Vegetables,Fruits,Natural juice,Chicken,Beef/pork,Ham/sausages/hotdog,Fish,Diet diversity score,Number of partners,Living with partner (N=1232),Grades 1-3 (N=920),Grades 4-6 (N=528),Grades >6 (N=129),Friend ties (same building),Friend ties (different building),Betweeness (friendship),Transitivity (friendship),Family ties (same building),Family ties (different building),Transitivity (familial),Betweeness (familial),Degree (all ties),Clustering coefficient(all ties),Betweeness(all ties),Kin percentage (to third degree),Altruism,Risk taking,Washing hands (N=1603),Distance to village center,Distance to main road,Number of churches,Altitude,Travel,Monthly expenditure,Household size,Household wealth index,TV (N=958),No electronics (N=89),Earth/Sand floor (N=594),Ceramic floor (N=151),Glass windows (N=86),Unfinished windows (N=59),Clay/mud walls (N=1256),Cement walls (N=402),Concrete roof (N=37),Sleeping rooms,Spring(protected) (N=1441),Tube well (N=91),Dug well(protected) (N=93)
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB1631|s__GGB1631_SGB2239|t__SGB2239,0.059650124,-0.023067136,-0.086697602,-0.027029738,-0.024070909,0.081891704,-0.384509605,-0.526413891,-0.747467416,-0.012707388,0.190156543,0.243330942,-7.21E-05,-0.591912246,-1.798919791,-0.615062075,-0.627722379,-0.839727453,-2.410978733,-0.490902805,-0.360498146,-1.128306995,0.590568519,-0.535720024,0.670125258,-0.209120291,0.083264695,0.120623922,-0.113239658,-0.102671782,0.444717563,1.605465203,0.027045565,0.899467288,0.215666164,-0.250680796,-0.564907312,-1.654186487,-0.09531315,0.413068027,-0.55868363,0.152451362,-0.172639131,-0.305981546,0.138545255,0.024171462,0.80889078,0.938620355,0.763380477,0.597592489,0.273444738,0.172362573,0.287560948,0.078336598,0.283425735,-0.696198566,-0.273687626,0.012110653,0.16648603,0.475362328,0.253693093,0.121958345,0.113820594,0.571063359,-0.525070403,1.092119435,3.419144044,-0.038521661,-0.246612805,-0.455028852,-0.403654797,-0.719512293,-0.318599259,0.517253031,-0.445990837,-0.702577433,-0.487300006,-0.239953265,-1.489004227,-1.007283201,-1.074893984,-0.11551095,0.060530242,-0.308670125,0.253213284,-0.299961225,-0.823208867,-0.966001098,-0.15277287,-0.105675516,-0.863189849,-0.081766843,-0.031037646,-0.67140269,0.012474667,-0.019018053,0.609069923,-0.146425276,5.171936685,-0.000806551,0.004437241,-0.164514334,-0.193825881,0.001579268,-0.110752619,-0.002199326,0.012779375,-6.49E-05,0.111436648,-0.649875111,-0.901820374,2.233966108,1.195896675,-0.789999544,-0.628401212,1.646255298,0.317672677,-0.24581995,-0.499720261,-0.322643495,0.186593884,-0.709997193,-0.668681413
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bromii|t__SGB4285_group,0.014404341,-0.01211018,-0.043556016,-0.00614954,0.093175051,-0.026327416,-0.271978327,-0.023704545,-0.103823985,0.499820801,-0.210810165,-0.607945509,-0.076595384,-0.961443012,0.338701949,-0.110866231,-0.375877567,0.403139473,-0.141779007,-0.692425506,-0.120327225,-0.051767872,-0.122053389,-0.648041344,-0.232301461,-0.163448482,-0.453532302,0.080193484,0.044136933,-0.035849966,-0.124061459,0.1735795,-0.003430894,-0.038265894,0.071789374,-0.047107575,-0.219843623,-1.33610405,0.213610423,-0.054479367,-0.146878393,0.068750824,-0.084136512,-1.122486364,-0.238455492,-0.258518368,-0.120698282,-0.0131079,-0.020089282,-0.195517983,0.049749095,-0.250569099,-0.014606199,-0.031998766,0.151576203,0.187308709,0.12250595,0.22242198,0.204137132,0.362872988,0.352232357,-0.084432027,-0.049846422,-0.091202692,-0.610848887,0.101716724,0.957595554,-0.017344666,0.266594104,0.135036793,0.444559,0.506477596,0.147485489,0.210831745,0.098578111,0.214265744,0.190750815,0.047785319,0.885250671,0.675987178,-0.311528949,0.051232122,0.142173307,-0.733224232,0.07099496,-0.119248315,-0.617920516,0.331362228,-0.029185021,-0.023709038,-0.634865273,0.077486876,0.014843908,0.392825492,0.008340508,0.000858062,0.538348938,-0.054232837,1.173020785,0.000140494,0.005944919,-0.285711429,0.041240344,0.007003226,0.004673547,0.000362203,0.13906905,-4.23E-05,0.092735437,-0.034918539,-0.033571384,0.076018719,0.260217225,-0.387119444,0.378669686,0.095679469,0.233329221,-0.103050782,0.126935907,0.073113489,0.277806536,-0.359283054,-0.348430056
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1675|t__SGB1675,-0.089453814,-0.00174409,-0.012006976,-0.01514688,0.024975831,-0.022702695,-0.458442203,-0.457404864,-0.898710704,0.249959389,0.077924478,0.028598125,0.048533165,-0.501111396,-1.944405639,-1.270026513,-0.585433409,-0.993575822,-1.002650696,1.150031095,-0.48802272,-0.954914528,1.205087944,-1.997669558,-1.114731472,-0.246035882,-0.327989361,-0.095225492,-0.226839984,-0.203078718,0.539886892,1.352609892,-0.006433203,1.460417172,0.216509551,-0.992059109,-0.4724756,-1.902055186,-0.204079705,-0.480081513,-0.637712852,-0.057503798,-0.089119553,-0.246671282,-0.285192565,-0.244936183,-0.058551137,0.073297515,-0.287207403,0.442541539,0.176608839,-0.516843019,0.063029956,-0.1193094,-0.630383134,0.317067496,0.088881607,-0.002659109,-0.038991955,0.106124281,-0.153389032,-0.20700418,0.083112092,-0.159169282,-0.151967913,2.083469468,3.778636658,-0.268402644,-0.852329358,-0.879307804,-1.852083301,-0.927473391,-0.606327816,0.233518844,-1.182756727,-0.962141275,-0.976209498,-0.304523935,-1.164061469,-0.725586776,-0.450684709,-0.11534656,0.255586197,0.965950931,0.258115725,-0.479236668,-0.749686647,-0.255910581,-0.006821981,-0.063234373,-0.128130468,-0.126112156,-0.032796208,-0.416167085,-0.07123189,-0.015259712,0.587949837,-0.082405812,2.818962663,-0.00054199,0.010069852,-0.606622538,-0.286913174,0.024917097,-0.539521859,-0.002401811,-0.911438346,-0.000104108,0.059867799,-0.731277789,-1.142288294,2.831312939,1.434006538,-0.748690945,-1.346802084,1.570795741,0.206160534,-0.41228314,-0.705490792,-0.530029708,-0.065631902,-0.853880488,0.203690581
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1246|s__GGB1246_SGB1667|t__SGB1667,0.02128827,-0.01601215,-0.01138738,-0.010018422,0.006518693,0.073107485,-0.190580803,-0.576677309,-0.247518337,-0.162921831,0.092569152,0.852522063,-0.024164147,-0.147226195,-1.888674196,-0.488260147,0.182370122,-0.828437295,-1.271117985,-0.393938756,-0.53880937,-0.83035266,0.083772669,-1.041488185,-0.940061702,-0.06638851,-0.125296459,-0.097379416,-0.127061851,-0.235871568,-0.571140752,1.102862371,-0.008313986,0.566376007,0.159993744,0.027719517,-0.658524608,-0.096351614,-0.155942431,-0.128487295,-0.270276329,0.587983258,-0.340877633,-0.722811111,-0.329836505,0.191594914,0.522575037,0.578470647,0.40654577,0.667207307,0.267989779,-0.391700734,0.051749471,-0.099102888,-0.819352211,-0.572211233,0.000202805,0.236569918,0.156957959,0.083237656,0.234285253,-0.008906261,0.271166462,-0.072360574,-0.62478394,2.421876415,0.545599349,-0.175950831,0.097945196,-0.608461959,-1.446596931,-0.930833422,-0.640173331,0.015228375,-1.325274809,-1.322307721,-1.148564639,-0.521872546,-1.167617638,-1.136082979,-0.733904528,-0.20155693,0.040101505,0.783764306,0.495478162,-0.650096688,-0.526774267,-0.275697624,0.032091173,-0.071418073,-0.148527983,-0.029614266,-0.07722206,-0.456185657,-0.022336641,-0.014593016,0.885047837,-0.11363136,3.53099036,-0.000736958,-0.001059582,-0.289000004,0.112325785,0.012352942,-0.356640749,-0.002271673,-0.4847558,-0.000117618,0.130751324,-0.927987729,-1.522592278,2.198436603,1.563335985,-1.020310562,-1.65790801,0.878679995,0.615281695,-0.843353059,-1.656306524,-0.315081749,0.106289581,-0.556521377,-0.452409676
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9727|s__GGB9727_SGB15285|t__SGB15285,-0.170772576,0.003587514,-0.036441162,-0.010704195,0.113683069,0.095559793,-0.032370315,-0.410430251,-0.294800607,-0.288289265,0.086491224,0.952422842,-0.05203147,0.056413613,-1.902906856,-1.028639156,0.208471444,-0.874108154,-2.028149591,0.346965097,-0.3091814,-0.778745211,-0.07719139,-1.168775158,1.660831593,0.051753878,-0.8373633,-0.058834612,-0.101673681,-0.384150968,0.248524606,0.984810564,-0.064880903,0.168279585,-0.051749405,-0.295544599,-0.127971416,-0.652206474,-0.208075891,-0.230854392,-0.399863425,-0.067451821,-0.215227006,-0.557458606,0.38333279,-0.359863477,-0.004689242,-0.06041648,0.12984221,0.197401308,0.030684083,-1.053359088,-0.034981589,-0.484268408,-0.055028113,-0.329171886,0.156649435,0.044684176,0.239970437,0.307760402,0.238673617,0.084569311,0.366928353,0.357244067,-0.235460654,1.780868071,4.397873885,0.800779741,-0.379775612,-0.942659451,-2.687309019,-0.753659826,-0.934527258,0.088507738,-1.417776823,-1.09816572,-0.800457726,-0.617532854,-2.348534974,-1.068228882,-1.272082688,-0.198219616,0.113196967,-1.38559093,0.098383634,-0.23925864,-0.35787373,0.233831848,0.024568445,-0.052168453,-0.052604534,0.123610747,0.029237183,-0.179798203,0.002197256,-0.007331218,0.242912781,-0.025309707,3.211098549,-4.14E-05,0.005256621,-0.457694323,-0.256978948,0.060780492,-0.243142282,-0.002577693,-0.773183961,-0.000133993,0.104635581,-0.827422289,-1.158186859,1.605678771,1.515958218,-1.69584847,-2.103163724,0.56118841,0.877952844,-1.079390045,-2.135985203,-0.169640939,0.441547263,-1.447247059,-0.192018571
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii|t__SGB15332_group,-0.051101552,0.003244279,0.01455623,-0.003536511,0.015578743,0.007368151,0.110758486,-0.074890332,-0.196966853,0.092866405,0.120273161,0.063431265,0.023677777,-0.43835827,-0.166913175,0.096075932,0.169196677,-0.134268049,-0.17392337,0.2206637,-0.07607637,-0.056511887,-0.069842596,0.244212662,0.25935595,0.195334396,-0.28005737,0.019666641,0.020422662,-0.024695319,-0.131247069,0.077435877,0.037232183,0.078802255,-0.004494187,-0.005335001,-0.158178634,0.019250688,-0.042919459,-0.13037069,0.290877454,-0.132971981,-0.205544911,-0.223884897,0.056218825,-0.148720822,0.067614115,-0.001705599,0.030015884,-0.031184302,-0.025188254,-0.07395037,0.158235629,-0.081758103,0.085498479,-0.086745484,0.062137812,0.020717335,-0.017958542,-0.094752144,-0.092196718,-0.013119253,0.042519771,0.04286038,-0.016611683,-0.317662537,-0.500752381,-0.071379851,-0.147122618,-0.186878342,-0.500385127,-0.022482507,-0.011392163,-0.191368947,-0.195206842,-0.256307131,-0.102146706,-0.086543046,-0.005060256,0.145175385,0.065647814,-0.043090601,0.041244852,0.140005295,0.028725149,0.042825518,-0.09742777,0.169240003,0.003099429,0.001813005,0.091158581,-0.001564641,0.014014206,-0.06944321,0.0213251,0.001804848,0.300634993,-0.019766752,-1.137179004,-0.000297511,0.004249066,-0.090124451,0.120954819,0.003461061,0.039174358,-0.000397323,-0.141551499,-2.44E-05,-0.011995345,-0.023292725,0.015387978,-0.003287573,0.104492194,-0.020280728,-0.376425108,0.016413162,-0.073378408,-0.007033131,0.068730705,-0.134794485,-0.108951856,-0.067185294,0.153651668
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1249|s__GGB1249_SGB1670|t__SGB1670,0.053918137,-0.024557196,-0.057098995,-0.010326152,0.023072584,-0.106399991,-0.290223197,-0.526985019,-0.526183563,-0.046902754,-0.00047334,-0.696239124,-0.04423595,1.187341673,-1.034732007,-0.586681843,-0.376504118,-0.858490422,-1.062516095,-0.26911921,-0.251526909,-1.112483153,0.696108278,-1.331369744,-1.070406619,-0.213416192,-0.982623811,-0.209793509,-0.134861052,-0.234503592,0.223988434,1.421409822,0.036347672,0.549331115,-0.038558121,-0.468841122,-0.365995181,-1.602288297,-0.214555875,-0.840520803,-1.177862695,0.268157533,-0.451252634,-0.811117846,-0.064836834,-0.313745537,-0.43933422,0.182470262,-0.016924307,0.404982553,-0.101575658,-0.17895544,-0.653502151,-0.471582994,-0.228521935,-0.218861453,-0.177502962,-0.028095821,0.139933003,0.118541386,0.179781055,-0.088207032,-0.163087388,0.137834645,-0.45004631,2.219566809,3.73230497,-0.029286518,-0.310131613,-0.6505482,-1.965356812,-0.884314713,-0.478340662,0.571516768,-1.169934623,-0.959497619,-0.993283926,-0.523578297,-1.2318575,-0.645317594,-0.784449508,-0.130507395,0.272156677,0.024811784,0.112459217,-0.461623658,-0.44725408,0.207757065,-0.007431022,0.003654037,-0.251152284,-0.073344783,-0.025098776,-0.489639286,-0.005149938,-0.014901307,0.367845913,-0.066347002,4.659170118,-0.000222841,0.016964578,-0.303318142,0.445657814,0.009458152,-0.432473217,-0.003024852,-0.413621593,-0.000124983,0.109942082,-0.811704706,-1.015234917,2.14832074,1.46209249,-1.190032933,-1.610216112,1.599349449,0.664681309,-1.000932294,-0.213357445,-0.427454213,0.055683735,-1.2780284,-0.345970736
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroidaceae_unclassified|s__Bacteroidaceae_bacterium|t__SGB1488,-0.006177179,-0.014901575,-0.026062227,-0.01422469,0.006748036,-0.021917833,0.245498313,-0.241934043,-0.591597834,0.046423705,-0.005026783,-0.339172751,0.090172365,0.08842476,-1.410221616,-0.438198748,0.163720572,-0.894205554,-0.9652982,0.616204385,-0.206041634,-0.430837794,0.428299191,-0.25967127,0.199134262,0.25946099,-0.029592712,-0.105737782,0.007128232,-0.217467417,0.363165371,1.069842337,-0.083014729,-0.318587885,-0.020575424,-0.628509675,0.361368528,-0.542970542,-0.148292898,0.424650645,0.391870424,0.012184219,-0.275226423,-0.25233171,0.681453899,-0.0214703,-0.029680656,0.043698757,0.041313542,0.164771692,0.280405812,-0.077155626,-0.178523301,0.102101754,-0.068685963,0.101821321,-0.074947814,-0.184235688,-0.117032821,-0.208587926,0.202156328,0.188678717,0.363807059,0.088744128,-0.621497442,0.61426237,-0.375957839,-0.324720823,-0.723066443,-0.537935088,0.358333053,-0.597885167,-0.95341302,-0.440857021,-0.401502068,-0.857967066,-0.396691928,-0.191689522,-0.024480453,-0.040788224,-1.06594781,-0.129520658,0.191149845,-0.40001644,-0.03763133,-0.319403784,-0.45433443,-0.338350954,0.056446444,-0.019486245,-0.117635387,0.017688016,-0.03976188,-0.205643223,-0.007949908,-0.014407403,-0.151697238,-0.06615485,2.63659678,0.000187188,0.018146532,-0.486673336,0.002570642,0.004916174,-0.427758622,-0.004241138,-0.368299631,-6.72E-05,0.105584207,-0.410070649,-0.621874546,1.492582248,0.748686587,-0.6862824,-0.566451672,0.711907564,0.120023085,-0.197842926,-0.769709478,-0.344724713,-0.064112,-0.414953022,-0.126673092
k__Bacteria|p__Bacteroidetes|c__CFGB544|o__OFGB544|f__FGB544|g__GGB1123|s__GGB1123_SGB1437|t__SGB1437,-0.010076514,-0.023635903,-0.030860809,-0.023997313,-0.019640629,-0.003902132,-0.241207036,-0.165716879,-0.166022246,0.218840438,0.154682424,0.410018324,-0.095110693,-0.834502106,-0.871985011,-1.667001687,-0.184084432,-0.771388786,-1.247457102,-0.186307665,-0.213690414,-0.964714059,0.427637613,-1.058148246,-1.621671129,-0.44042862,0.199161428,0.016680627,-0.092333385,-0.278513348,0.382268871,1.526115542,-0.014796537,0.080386423,0.036938568,0.122172083,-0.26983528,-1.300862015,0.111647008,0.295941743,-1.190572254,-0.075683626,-0.044806185,-0.128477791,-0.178841382,-0.397744076,-0.375309449,0.211258496,0.784944603,0.017495562,0.264378696,0.102699158,-0.163104633,0.001485514,-0.392994631,-0.645498783,0.089692789,-0.163967571,-0.128129663,0.31164119,-0.099150562,0.063413787,0.263436284,-0.220579187,-0.396002444,0.885112164,1.544691493,0.167952432,-0.348199506,-0.55734461,-1.018836338,-0.34513919,-0.68163634,-0.016376342,-0.762295269,-0.843471341,-0.887847241,-0.007905932,-0.501687301,0.257829821,-1.071875766,-0.102029307,0.16940019,-0.018597832,0.332464781,-0.468838767,-0.479478692,-0.628318107,0.038638236,-0.053914607,-0.583355299,0.00845207,-0.032955122,-0.09219787,0.014080875,-0.019781673,0.081443715,-0.097234798,2.698490616,-0.000493866,0.005750357,-1.146355951,-0.613871139,0.018714764,-0.5305994,-0.003640431,-0.555928462,-0.000106363,0.171598436,-0.693558549,-0.841342912,2.024976023,1.215571981,-1.601535816,-1.053477754,0.316828657,0.472156792,-0.685932778,-1.00968775,-0.466262207,0.358782977,-0.890973084,-0.546927815
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_eligens|t__SGB5082_group,0.021415289,-0.006679736,-0.011921258,-0.000427093,0.036203243,-0.015774951,-0.044840276,-0.007277972,0.244238142,-0.231960923,-0.170414174,0.456767833,0.002060787,0.073320652,0.142402951,0.300663379,-0.363354392,-0.116499775,0.306243075,-0.143187983,-0.08191374,-0.487874246,-0.222030196,-0.709521874,-0.255463078,-0.252118645,0.178492153,0.029974455,0.012210496,0.008705742,-0.149606227,-0.107368676,-0.073651921,-0.099893336,-0.084547142,-0.11595754,0.105576572,-0.893474268,-0.070269851,-0.090981854,-0.264975877,0.0266095,0.118268037,-0.26310955,-0.417751077,-0.061672193,-0.176328844,-0.069596958,-0.033831208,-0.26866286,-0.148724547,-0.324818818,0.097967837,-0.170603466,0.103312119,0.179655271,-0.203539302,-0.038176544,-0.20616695,0.031464982,0.057274051,-0.126942777,0.019619755,-0.059183343,-0.044023504,-0.165205689,2.009606448,-0.253531227,-0.208411324,-0.208871707,0.06689142,-0.192687835,0.021561319,0.182748709,0.078827751,-0.006690815,0.167546411,-0.067827231,-0.085185724,-0.122461142,-0.268480347,-0.044030862,0.069569916,0.281063979,0.055713006,0.103136477,-0.09114368,0.048954157,0.018531179,0.010031352,-0.163888872,-0.007372959,0.012931407,0.127027971,0.003663459,0.003582666,0.145845575,0.012706401,-0.382487011,0.000255617,0.009572822,0.012566274,0.153678238,0.007823888,0.034831388,0.000208936,0.023457103,2.80E-06,0.006593146,0.022326064,0.030654504,0.308203832,-0.085309749,0.021457408,-0.190997422,0.315106373,-0.024180345,-0.086750445,-0.047185723,0.048377413,-0.065465218,0.072214261,-0.160659706
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens|t__SGB14546_group,-0.001946775,-0.005065276,-0.006400803,0.004241235,-0.042606925,0.060581005,0.081500046,0.001772874,0.117095898,0.413206385,0.082479059,-0.177980607,-0.001220879,0.282061346,0.120729843,0.315308692,0.083536893,-0.203715205,-0.188170269,0.10018331,0.078411638,-0.181815102,-0.140305433,-0.291593891,-0.250937257,0.107451318,-0.334757821,0.009320568,0.017003278,-0.018754102,-0.185390493,-0.15964431,0.000287426,-0.089657343,-0.022318117,-0.007937727,0.000953565,0.256144954,-0.13883218,-0.108111831,0.41461145,-0.063106623,-0.073635959,-0.156959576,0.018133354,0.051363623,0.149747979,0.002322845,-0.166700209,-0.142933538,-0.017074247,-0.317525247,0.015826737,0.118547236,0.047701501,0.251194216,-0.074327875,0.09208797,0.048460831,-0.009906996,0.00527222,0.014893231,0.027944959,0.126955234,-0.046604688,-0.00048864,-0.158886568,0.001975951,0.251244068,0.116419677,-0.398761622,0.165089215,0.166383939,-0.058978458,-0.068765593,-0.083457868,0.032888266,0.120007562,0.396947425,0.00608963,-0.006610117,0.007990784,-0.015642276,-0.452163819,0.027023464,0.037472906,-0.171733814,0.217025087,0.004351066,0.00865158,0.078754752,0.024481411,0.023087663,0.020042106,0.004505234,0.007180457,-0.217678313,0.019752992,-0.62516977,-6.20E-05,-0.001842889,-0.042069482,0.101129155,0.037718592,0.002568244,0.000390418,0.070657039,-1.62E-06,-0.010138575,0.015032319,0.040360749,-0.150029023,0.074331007,0.448941122,-0.341293304,-0.050325507,-0.081027147,0.069603765,-0.04378539,-0.001088295,0.100233384,-0.187353106,0.043006778
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Clostridiales_unclassified|s__Clostridiales_bacterium_NSJ_40|t__SGB72336,0.074373914,-0.013693868,-0.082076839,0.003154803,-0.168196057,0.137549033,-0.090904278,-0.097961579,-0.390716448,0.519751807,0.240857213,-0.993496014,-0.103721181,0.338063765,-0.232221613,-0.069827138,-0.238388063,-0.667585823,-1.018399244,-0.846352652,-0.285245757,-0.238815619,-0.516835255,-1.169215994,2.06585124,0.096984167,0.290212098,-0.096484303,0.008970024,-0.188348926,0.215109657,0.075987999,-0.004184787,-0.021419242,0.071810438,0.094994804,0.357339315,0.34224877,0.006960083,0.052838223,0.726386869,-0.249271268,-0.352704706,-0.038771535,0.482148048,-0.452883548,-1.061800296,-0.234466363,-0.273700841,-0.174920336,-0.182120186,-0.918828614,-0.481183383,-0.013685684,0.372795297,0.167884166,-0.173034578,-0.143838597,-0.273888229,-0.2018343,0.215350549,-0.397881962,-0.120550947,-0.237719424,-0.014457377,-0.502551782,-0.232123506,-0.836119558,0.220894739,-0.161371696,0.488085252,-0.259395104,0.023102717,-0.25129,-0.409253879,-0.044009696,-0.421700812,0.041700794,-0.718481916,0.571112734,-0.219846825,-0.038794107,0.147270521,0.451636327,-0.26896459,0.183832137,0.007735461,0.95248943,0.091477644,0.049200886,0.256454575,0.066583767,-0.040029104,0.0889926,-0.021323614,-0.000956207,0.120081869,0.048225184,3.529921624,2.11E-05,0.003352589,-0.41490763,-0.427898167,0.006354449,-0.110583439,-0.003566121,-0.276437339,2.45E-05,0.025068077,-0.069588718,0.15855919,1.468794272,-0.044763076,-0.096037083,-0.417238134,1.184137513,-0.118620926,0.071931835,-0.505798157,-0.042838987,0.161032068,-0.696716504,-0.236074797
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus|t__SGB4670,-0.02764146,-0.002983362,0.004282773,0.000671855,0.036692089,0.002812319,-0.18183627,-0.007869846,-0.545748561,0.25174284,-0.133056415,0.511124833,0.027584384,0.4390305,-0.258010767,0.560932648,0.028874935,-0.123349918,0.047406154,-0.026359764,-0.069156663,0.158908431,-0.256155234,0.391266784,-0.003286449,0.218377831,-0.183524315,0.089495783,0.039220928,-0.011776352,-0.042188279,-0.242861321,0.004998249,-0.419265461,-0.093831498,-0.008505176,0.155617142,-0.21558071,0.05645192,0.11467338,0.099220628,0.077212983,-0.371459181,-0.352090764,0.242140507,0.030237306,0.154439251,-0.228351067,0.087782888,-0.120866761,-0.230206506,-0.262403156,-0.058799398,0.109485346,-0.023160163,-0.114094981,0.0084254,0.023906417,-0.052313142,-0.127620908,-0.077700865,-0.118857549,0.012965032,0.21293773,-0.148452005,0.308486451,1.627081609,-0.066752237,-0.104872394,-0.060341671,-0.587819986,0.268068629,0.09739265,-0.137046061,-0.140982388,-0.15716001,0.068741561,0.033699141,0.072232627,0.136182245,0.422336708,-0.034527126,0.002460331,-0.248579379,-0.015815274,0.098196106,0.136587474,0.376116152,0.029484449,0.001550326,0.002310708,0.026726224,-0.00083179,-0.010565058,0.008033649,0.007114403,0.090488409,-0.032259045,-2.212111235,2.02E-05,0.012019157,0.033708227,-0.123540726,0.037050985,0.12813897,0.001777771,-0.124410886,-1.49E-05,-0.043726712,-0.037535489,-0.042260217,0.061146343,0.202957485,0.220520635,-0.257412855,0.212628415,0.142691714,-0.122318019,-0.567166749,-0.041929004,0.097516466,0.15057544,-0.170668868
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_succinatutens|t__SGB5765_group,-0.174462471,-0.011516558,-0.042117574,-0.000594705,-0.015454789,0.100707039,-0.281281394,-0.511362786,-0.9614311,0.235978078,0.362379156,0.221568896,-0.034694602,-0.503190775,-1.247407565,0.054058324,-0.43298185,-0.554386846,-1.093316644,0.766134738,-0.122525896,-0.304149146,0.733683011,-0.948606218,1.750438833,-0.261791449,-0.876021459,0.116333232,-0.04817559,-0.175397084,-0.691715402,0.508513719,0.097039758,1.012595776,0.132798242,-0.336285927,-0.171350297,-0.29491321,-0.073594643,-0.164747087,0.399054415,0.277882459,0.074654292,-0.573445501,-0.331559217,-0.035780831,0.123236485,0.336838088,0.492113073,0.077295821,0.208440759,0.046209378,0.372872866,-0.090016108,0.380766743,-0.336616173,0.27702671,0.414995236,0.303140062,0.080171022,-0.090686399,0.364398162,-0.004170302,0.223455862,-0.384783179,-0.34805929,-0.269378282,0.028894585,0.038780886,-0.841689693,-1.37411023,-0.527937703,-0.581435555,-0.146481064,-0.615142603,-1.003902426,-0.897607645,-0.196319384,-1.128406557,-0.761226884,-1.282146098,-0.146224607,0.318764628,-0.903406418,0.325918806,-0.335699944,-0.354630522,-0.257603753,0.05004082,-0.043341606,0.17598926,-0.003854321,0.021584985,0.026387642,0.022004846,-0.005611448,-0.173477295,-0.019049654,1.164972146,4.46E-05,0.011605372,-0.228442493,0.084271453,0.05607912,-0.047713167,-0.000760944,-0.793971744,-6.65E-05,0.076514563,-0.528016437,-0.786663169,0.951751616,0.972695223,-0.181102616,-1.329118114,1.352489687,0.283584766,-0.43968192,-0.822589197,-0.253059507,-0.039946575,-0.354732347,0.46802952
