Phenotype:,Hemoglobin A1c,Mean arterial pressure,Body mass index,Heart rate,Oxygen saturation,Hemoglobin total,Poor (N=223),Fair (N=969),Very good (N=79),Excellent (N=132),Cough (N=413),Diarrhea (N=85),Bristol stool scale,Diabetes (N=40),Allergies (N=124),Heart disease (N=59),Asthma (N=62),Stomach illness (N=261),Intestinal illness (N=103),Arthritis (N=43),Painkillers (N=1184),Antibiotics (N=242),Anti-diarrheal (N=60),Anti-parasitic (N=49),Anti-fungal (N=41),Vitamins (N=335),Anti-hypertensive (N=82),Reserved (N=1666),Nervous (N=950),Openness (N=1550),Cognitive impairment (N=100),Dementia (N=185),Alcohol daily frequency,Cigarette usage (N=82),Cigarette frequency,Mild anxiety (N=395),Moderate anxiety (N=123),Severe anxiety (N=59),Mild depression (N=469),Moderate depression (N=138),Severe depression (N=89),Cat (N=960),Dog (N=1384),Parakeet (N=157),No pets (N=220),Cow (N=535),Goat (N=63),Pig (N=269),Chicken (N=1664),Duck (N=636),Turkey (N=413),Sheep (N=51),Geese (N=82),Horse (N=468),Rabbit (N=176),No farm animals (N=171),Mice (N=820),Bat (N=546),Lizard (N=534),Snake (N=546),Bird (N=660),Possum (N=588),Rat (N=590),Squirrel (N=51),No wild animals (N=591),Beans,Tortillas,Rice,Bread,Milk,Yogurt,Cream/butter,Cheese,Eggs,Vegetables,Fruits,Natural juice,Chicken,Beef/pork,Ham/sausages/hotdog,Fish,Diet diversity score,Number of partners,Living with partner (N=1232),Grades 1-3 (N=920),Grades 4-6 (N=528),Grades >6 (N=129),Friend ties (same building),Friend ties (different building),Betweeness (friendship),Transitivity (friendship),Family ties (same building),Family ties (different building),Transitivity (familial),Betweeness (familial),Degree (all ties),Clustering coefficient(all ties),Betweeness(all ties),Kin percentage (to third degree),Altruism,Risk taking,Washing hands (N=1603),Distance to village center,Distance to main road,Number of churches,Altitude,Travel,Monthly expenditure,Household size,Household wealth index,TV (N=958),No electronics (N=89),Earth/Sand floor (N=594),Ceramic floor (N=151),Glass windows (N=86),Unfinished windows (N=59),Clay/mud walls (N=1256),Cement walls (N=402),Concrete roof (N=37),Sleeping rooms,Spring(protected) (N=1441),Tube well (N=91),Dug well(protected) (N=93)
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_hominis|t__SGB4936,-0.077017024,-0.003638119,0.010036607,0.00452944,-0.055187453,-0.031333186,-0.476241211,0.248351553,0.614141881,-0.329126774,-0.227382567,0.560599753,-0.009796124,-0.37146203,-0.082277312,0.201568273,-0.471891386,-0.187380489,-0.151099305,-1.083560834,0.023558661,-0.359310409,-0.713997589,-0.19548209,0.475193705,-0.011757834,0.429012739,-0.026688731,0.01831925,-0.041512242,0.248243128,0.062800914,-0.038054499,-0.429691632,-0.014673946,-0.028878695,-0.188614264,-0.057137147,-0.168993885,-0.128483824,0.297947387,-0.175037802,-0.248620703,-0.356800045,0.192997043,0.161920354,0.722688236,0.139200411,-0.197902383,-0.282083976,0.048284538,-0.2342589,-0.026648003,0.009420997,-0.347770517,0.226137726,-0.498368138,-0.138287915,-0.111844772,0.092674868,-0.114526956,-0.153381022,-0.259436712,-0.157848697,0.273569215,-0.367540636,-0.414342956,0.154355871,-0.055818453,0.04011725,0.136967362,0.249653775,0.369422039,-0.019011826,0.042974864,0.201193507,0.046846155,0.151505607,0.488932697,0.203316262,-0.581061684,0.041462058,-0.017841284,-0.630757008,-0.15609068,0.316758676,0.075801646,-0.023026398,0.063490457,0.020705606,-0.017457347,0.035694537,-0.058734222,-0.088164108,-0.009954939,0.006374987,0.08089433,0.033000619,-0.427923815,0.000465887,0.004699638,-0.234544999,0.359001289,0.010727258,0.104529348,0.000881787,0.010091455,8.89E-06,-0.003631145,0.061748393,0.057089208,0.057980467,0.118898899,0.466116458,0.052095033,0.217908599,-0.200292155,0.130189198,-0.062950938,0.042684974,-0.034390817,0.62908923,-0.194571558
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB4808,-0.075132791,-0.011728454,-0.042844777,0.004521971,-0.096627845,-0.037898963,0.070186275,-0.076424322,-0.331774788,-0.144026083,-0.327110043,-0.031826742,-0.110567547,0.698911793,-0.14556195,0.381192332,0.061762068,-0.498916828,-0.625877581,0.088407907,0.003628782,-0.228289425,-1.273658244,-1.079314815,-0.380261224,-0.059345781,0.175773659,-0.113718501,-0.036989352,-0.030993306,-0.074054651,-0.05825815,-0.025245101,-0.593795905,-0.026845022,-0.311217356,0.070127833,-0.284265168,-0.259086985,-0.329453181,0.295775724,-0.189525544,-0.27107216,0.239737714,0.334533489,0.100233103,0.170179733,-0.24190482,-0.418654135,-0.178046023,-0.389374252,-0.412720324,0.215219791,0.037188246,-0.101029675,0.390973299,-0.323825086,-0.245720757,-0.379836693,-0.145034337,-0.447402397,-0.109945906,0.068587,-0.375312868,0.250786332,0.462436471,1.131230458,-0.253930904,0.152863915,0.346350638,-0.217064751,0.031904303,0.684512504,0.05108392,-0.050082573,0.230215314,0.011485124,0.047956639,-0.204800003,-0.02535657,0.19111513,0.04629336,-0.006986103,-0.131529145,0.109793425,0.028902635,0.379188326,-0.750436181,-0.047510428,-0.011403423,-0.590934937,0.220086939,0.018390633,0.070398434,0.010281272,0.008280523,0.013218004,0.052049278,-0.783870281,0.000194422,-0.001924651,0.210309977,-0.18223521,-0.004704709,0.163587978,-0.000207379,0.19379773,9.44E-06,0.052329229,0.075823707,0.126019202,-0.56251807,-0.013819683,0.089893159,-0.260229419,0.17581661,0.044540314,0.061884262,-0.739870471,0.089699377,0.299518103,-0.443130017,-0.245584218
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacilli_unclassified|f__Bacilli_unclassified|g__GGB4678|s__GGB4678_SGB6468|t__SGB6468,-0.155186041,-0.00732129,-0.084700374,-0.014243415,0.148787941,0.056369306,-0.152202838,-0.009920149,-0.292677408,0.36681644,0.127880489,-0.659997888,-0.042464464,-0.12703728,-0.235943971,-0.028311833,-0.278584875,-0.353259697,-1.156178549,0.194399925,-0.373239359,-0.51040606,-1.006198951,-1.291930472,1.228406355,-0.262908503,-0.700131807,-0.11937352,0.042838326,-0.050886624,0.329222751,0.950934878,-0.088840064,-0.451194435,-0.086171221,-0.596030318,-0.315551754,0.055142512,-0.132307012,-0.588699796,0.075661788,-0.21486836,-0.303097909,-0.289818405,0.301404572,-0.110912594,-0.915674468,-0.289780773,0.012132434,0.193070337,0.201408663,0.002243497,0.14104839,0.00246993,0.119295073,-0.057725165,0.057951893,-0.115302445,-0.285062078,-0.115734516,0.017612883,0.102076219,0.035833325,-0.220219164,-0.254229815,0.830814439,2.200637036,-0.282303478,-0.102299227,-0.319602179,-0.63752997,-0.497485272,-0.206957465,-0.262615247,-0.630441029,-0.511097165,-0.436324951,-0.013039113,-0.917406649,-0.178357377,-0.938146478,-0.025026657,0.011086417,-0.244267271,-0.210068213,-0.090091969,0.14627826,-0.331780351,0.064869204,-0.026594393,-0.124940032,0.043245548,0.023343587,-0.008035848,0.000704089,0.000637571,-0.275182349,0.009171189,1.750223751,-0.000988763,-4.74E-05,0.096036496,-0.262002437,-0.012716495,-0.017599514,-0.000788711,0.098772832,1.65E-06,0.051997956,-0.175496258,-0.137552674,0.08556441,0.341978085,-0.62899561,0.040937412,-0.209936192,0.159682375,-0.103369949,0.378415113,-0.159838343,-0.16464275,0.181679759,0.285020703
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB14011,0.192297697,-0.011990021,-0.16256527,-0.003138584,-0.026416242,0.148652635,-0.140728457,-0.311041681,0.130585821,0.171702603,0.238674836,-0.727227979,-0.107389569,-0.438645387,-1.011785953,-0.753093466,0.249149578,-0.782666911,-1.469871484,-6.63E-05,-0.272125634,-0.317929967,-0.713756747,-1.128583201,0.296257554,0.230174455,0.378297274,-0.124290287,0.012719015,-0.021381666,-0.070510753,0.36251552,-0.043034115,-1.039557847,-0.115602453,-0.20529863,-0.317859705,-0.481779171,-0.119674992,0.132571909,-0.393860658,-0.133601013,-0.062516694,-0.128243676,0.224353341,-0.022709389,-0.436328766,-0.150940176,0.295416785,0.091242517,0.037791008,-0.189121775,0.562268735,-0.17029853,0.185523842,-0.344773215,-0.083686591,-0.267039849,-0.09184494,-0.152676454,0.160402274,0.086684184,0.076097964,-0.039103966,-0.350779626,0.772324216,-0.018662328,-0.632385559,-0.031020995,0.098637383,0.538791111,0.0510349,0.201744178,0.366871394,0.435219529,0.068223787,-0.353612395,0.036464718,-0.903376647,-0.539259601,0.262245398,0.023031433,-0.021888188,-0.999727277,-0.341662556,0.376645646,0.500012329,-1.686947515,0.196406987,0.033408585,-0.409755216,0.262871862,-0.03080989,0.25529978,-0.028954411,0.005078836,0.190924379,0.025122325,0.268953745,-0.000275631,0.009730076,-0.182273271,0.102882393,-0.027356781,0.019839302,-0.002895569,0.019300471,8.61E-06,0.07394848,-0.13793717,-0.320991888,0.17274597,0.323617634,-0.425016485,-0.775887347,0.610537351,0.367600089,-0.240087499,-1.155416146,-0.05419573,0.104331468,-0.500069109,-0.050830255
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp_MSK_20_85|t__SGB4828_group,0.185196961,0.000568857,0.017388948,-0.009119363,0.045171888,-0.000645577,0.045959976,-0.305024515,0.280233667,-0.191837382,-0.128218178,-0.711457605,0.0038678,0.388353218,-0.258284317,-0.129102944,0.193205115,-0.219849872,-0.303204016,-0.654423848,-0.044915135,0.041961137,-0.72248106,-0.199062696,-0.161668293,-0.081385677,0.19685536,-0.042201094,0.053583338,-0.108505145,-0.128025053,0.097734894,-0.09049296,0.06200228,0.04200981,0.15548864,-0.030405236,-0.850208811,0.005134789,-0.072855004,0.167897318,-0.293630924,-0.176615389,-0.412860322,0.413276465,0.151149727,0.398030468,0.307060346,-0.49350065,-0.202555306,-0.293670012,0.383931486,-0.040140354,-0.031317901,0.054588141,0.274454789,-0.116581225,-0.23820327,-0.494544478,-0.119333986,-0.357980001,-0.14821811,-0.088863447,-0.238078969,0.044360749,-0.178667014,2.285608517,-0.569251638,0.284507813,0.19307263,0.538445302,-0.046506125,0.077651736,-0.192301086,-0.299911735,0.148264119,0.144499308,0.089309529,0.811544891,0.574213329,0.733688091,0.019681526,-0.192665813,-0.730384486,0.111308394,0.174433284,-0.146392227,0.444256725,0.014340009,0.002614134,-0.598371734,0.013386986,0.021989543,0.077737523,0.037349742,0.001543521,0.235495284,-0.009827651,-2.640967662,0.000387919,-0.001000865,0.327940613,-0.112156198,0.014678885,0.040543992,0.001233493,0.022391413,-4.12E-05,0.038198861,0.038396629,0.367982939,-0.201223272,0.280269149,-0.151251226,-0.26132774,0.324544022,-0.199500703,0.092693818,-0.29279751,-0.057497927,0.285792704,-0.13535067,-0.608232821
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB4782,-0.041209804,0.000573111,-0.038617651,-0.004153191,-0.017190532,0.004802733,0.189835713,-0.03266612,-0.220680548,0.015887718,0.145839176,0.177304965,-0.131503841,-0.738701981,0.252384286,-0.13042328,-0.068003217,-0.517415177,-0.178252763,0.115770611,0.012610732,-0.166681931,-0.98051923,-1.081086328,1.15796973,0.021848382,-0.454434652,0.052325721,0.001444807,0.113309057,0.078700912,-0.04046779,-0.056349996,-0.503885693,0.025435208,0.052437344,0.071251177,0.101046474,0.14719707,-0.238762006,0.342579093,-0.266521586,-0.203729937,0.032353089,0.075742219,-0.005043975,-0.249906048,-0.182591029,-0.285741965,-0.35737191,-0.58119276,0.068931747,-0.03332852,0.154111205,-0.242022268,0.255009879,-0.311846964,-0.244564746,-0.44718675,-0.396636581,-0.339668527,-0.416124377,-0.153765803,-0.268735625,-0.023431584,0.395350824,-0.022260382,-0.267816493,0.087405604,0.276172557,0.554428967,0.099201462,0.564845384,-0.184172338,0.114291703,0.091081979,0.332514494,-0.344036207,0.251367554,0.526734807,-0.014470454,0.047904936,0.102838826,-0.535101334,-0.167583851,0.158209356,0.279822368,0.588954584,-0.034827895,0.006525411,-0.543643452,0.08232516,-0.041542797,0.220406737,-0.009627827,-0.001383282,0.334022422,-0.00212064,-1.636036546,0.000306222,0.001175391,0.186705107,0.030099558,-0.013485665,0.028031103,0.000547048,0.034751624,3.86E-05,0.004667906,0.15014612,0.224858903,-0.931987799,-0.16271026,0.412696217,-0.167719257,0.143519237,-0.041392376,0.109053279,-0.200834379,0.055452463,-0.08663144,0.074603779,0.159418441
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB5050,0.136405713,0.000800314,-0.099597164,-0.001037655,0.019624067,-0.002098214,-0.127377345,-0.015996925,-0.16743543,0.087241629,0.341462459,-0.514255434,0.003378203,0.320416392,0.26399161,-0.005745953,-0.67799031,-0.289614575,-0.259969723,0.422519387,-0.049209552,0.156884365,0.129332544,-0.154076888,0.057448301,0.166998552,-0.078907154,-0.034750309,0.00895006,-0.026102933,-0.205501256,0.21201064,0.006964089,-0.527104614,0.003121091,0.093160572,-0.581758567,-0.388281415,0.018578087,-0.104857163,0.374938695,-0.042961954,-0.251978198,0.329957787,0.253921965,-0.275858511,-0.019928372,-0.285839482,-0.324172309,0.048404144,-0.013134373,0.406209656,0.299327572,-0.270931438,-0.078112842,0.430121223,-0.166274249,0.065930667,-0.187922899,0.015132197,-0.093561196,-0.130754393,-0.07868116,-0.172725117,0.035689584,0.853116778,2.321246651,-0.304939426,0.398405216,-0.096788611,0.093306002,-0.271768651,-0.15294056,-0.425828512,-0.088210904,0.120326784,-0.158596596,-0.342024474,0.113876201,0.164134253,-1.067305731,-0.048303174,-0.013561993,-0.417727302,-0.049276674,-0.141628126,0.38748876,-0.035833852,0.147626476,0.03516929,-0.208791265,0.006148402,-0.005168058,0.131574226,0.010316429,-0.000236482,0.042942214,-0.01972916,1.191157585,-0.000159157,-0.00236511,0.191622104,0.00654581,0.002056645,0.033313,-5.18E-05,-0.234569396,-6.64E-05,-0.001132124,-0.042443288,-0.014390886,-0.210041261,0.020728438,-0.151664463,-0.254170965,-0.238923009,0.255681185,-0.156726169,0.473124481,-0.07744109,0.084467256,-0.497672529,-0.195918069
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9631|s__GGB9631_SGB15086|t__SGB15086,-0.033942515,-0.019396387,-0.057943408,-0.016126774,0.070557723,-0.101377679,-0.655378054,-0.288532632,0.54216595,0.035637137,0.005436952,0.096880854,0.011636094,0.064360815,-1.353091646,-0.59296368,-0.18243278,-0.762106674,-1.175057194,0.095163571,-0.393537775,-0.55134377,-0.47039968,-0.68774204,-0.763591801,-0.236199995,0.019965974,0.039875189,-0.139514689,-0.189534789,0.113681902,0.351811677,0.069106365,-0.847818126,-0.075454326,-0.362402576,-0.175129381,-0.677309819,-0.227961114,-0.082308525,-0.787455494,-0.369815344,-0.604895938,-0.735318941,0.881356584,-0.154613469,0.034474265,0.146767753,0.120708024,0.066459816,-0.434109965,0.14352224,0.276834602,-0.364510376,-0.09184516,-0.010955663,0.035217854,-0.19790315,-0.429284113,-0.336964347,-0.179090446,-0.390538676,-0.239758896,-0.220624574,0.105087825,1.196151219,2.088524413,0.053841835,0.006682886,-0.423837196,-1.132470941,-0.559069886,-0.58351003,-0.143743182,-0.942014262,-0.573446418,-0.668530796,-0.003504945,-1.369989678,-0.511542107,-0.819802461,-0.196908292,-0.061879142,0.183231802,-0.048048681,0.089236103,0.075453934,0.822754179,0.05744482,-0.039290997,-1.135600709,0.160849643,-0.043641638,-0.151973174,0.005462767,-0.010182633,0.318721666,-0.015662578,1.074843884,0.000383829,-0.003562843,0.110859941,-0.256421816,-0.005450643,-0.025156312,0.000708747,-0.715838098,-7.06E-05,0.145777411,-0.308530317,-0.324996312,0.524980584,0.847185213,-0.802141763,-0.151929987,0.241962341,0.083249945,-0.135003781,0.07385027,-0.103177147,0.026803202,-0.006970481,-0.249431987
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB3957,0.054459721,-0.022969484,-0.122235902,-0.00205809,-0.092886167,0.044425904,-0.007120468,0.182590261,0.059688704,0.460039699,0.016211103,-0.113921289,-0.156626268,-0.411892298,-0.415839727,0.062985345,-0.160648966,-0.621339794,-0.774661126,0.950127413,-0.214972043,-0.404817532,-0.378520368,-0.263112073,0.090580201,0.094518295,-0.480511387,-0.024086016,0.017103982,0.103793875,0.257443903,0.042545475,-0.022816387,-0.885111693,0.006141307,0.120305136,-0.211910337,-0.226628196,-0.177756313,-0.254444662,0.234594501,-0.304115896,-0.415734899,0.110076556,0.629884443,0.170704882,0.039022129,0.239254903,-0.29278231,-0.171853373,-0.005126013,-0.648873207,0.148674512,-0.228292766,-0.093595111,0.305895664,-0.447827068,-0.239634294,-0.422884406,-0.34254623,-0.044997257,-0.232794502,-0.150095854,-0.138979593,0.195561391,0.003699276,-0.377613286,-0.337328618,0.590706812,0.135534063,-0.240697093,0.188702916,0.195488116,0.243050876,-0.034950163,0.253542196,0.280196121,0.624467391,0.265828828,0.163357964,-0.118542207,0.07304897,-0.024837603,-1.013516366,-0.584005572,0.292329402,0.624926432,0.125383553,0.112756504,0.069649794,-0.612537038,0.028229824,0.033008807,0.166070199,0.040701141,0.01224066,-0.127562121,0.06846788,-1.30340772,-1.39E-05,0.010369045,-0.108876166,-0.315277647,0.00939569,0.200857672,-0.000358096,-0.15498392,-1.33E-05,-0.00308233,0.071454946,0.338179046,0.557510509,-0.023864665,0.231860748,-0.188282097,-0.377418834,-0.224501644,0.142253226,0.164358486,0.038729475,-0.003562343,-0.228546473,-0.220841111
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified|o__Candidatus_Gastranaerophilales|f__Candidatus_Gastranaerophilales_unclassified|g__Candidatus_Gastranaerophilales_unclassified|s__Candidatus_Gastranaerophilales_bacterium|t__SGB8641,0.025264662,0.000394088,-0.029068047,-0.005374991,0.047847569,0.094175683,-0.200676696,-0.245715647,-0.699689854,-0.44550782,0.151615163,-0.337190257,0.044966824,0.503528591,0.203366261,-0.158976888,0.72097124,-0.292264608,-0.23004455,0.132034307,-0.071238939,-0.177769368,0.111862377,-0.238554791,0.19148455,0.07090096,-0.087198098,-0.048898559,0.036189292,0.007995308,-0.078254776,0.117334422,-0.065065931,-0.231418076,-0.014215418,-0.130296026,-0.403907753,-0.229149814,-0.020676046,-0.182179291,0.459985143,0.151013279,-0.081410383,-0.226437881,0.197176271,0.011872998,0.587311939,0.10833,0.102966019,0.129737878,-0.130273741,0.11211316,-0.154211977,-0.299285517,0.143573961,-0.02428594,-0.074923711,-0.003499144,-0.010254461,0.1741666,0.079780836,0.273719312,0.110902682,-0.027266535,-0.208869888,0.217765334,0.802497902,-0.028572749,-0.078050164,-0.006449134,0.719696358,-0.064583508,0.001103917,-0.089053889,-0.123730014,-0.116899952,-0.063451757,0.44198074,-0.27830053,0.307189836,-0.230848263,-0.047444586,0.079771883,0.163252989,0.005459812,-0.002042837,-0.514728425,-0.243881289,0.048243969,0.019708978,0.43308174,0.031813064,-0.004993878,-0.066128552,0.025443181,0.001222447,-0.526220388,0.010141394,0.407206764,0.000271006,0.011508543,-0.059165635,-0.15012684,-0.008674491,-0.089640104,-0.000999466,-0.11601084,5.10E-06,0.091871092,-0.090897386,-0.11148088,0.21719313,0.219566729,-0.307761271,-0.512061182,0.07255873,0.056289577,0.01135535,-0.037001479,0.043992987,0.054723091,-0.053329037,-0.2035136
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB15405,0.048888979,-0.0097012,-0.104879835,-0.008365808,0.09499825,0.059586377,-0.432853582,-0.193481135,0.056737001,0.556086323,-0.255684729,-0.403396222,-0.177461058,0.061817869,-0.448605841,-1.066200577,-0.62192797,-0.7077278,-0.790846187,-0.340064084,-0.139876899,-0.471787131,-0.325225254,-0.963217792,-0.107151344,-0.126676607,-0.286660292,-0.027758644,-0.016455703,-0.14155367,-0.502579597,0.050182373,-0.079617512,0.032956454,0.036372582,-0.024546522,-0.41077997,-0.452475811,-0.016491607,-0.362321198,0.181094053,-0.110533074,0.041723159,0.070146846,-0.229353293,-0.110065625,-0.409849515,-0.161700251,-0.180655909,-0.067806831,-0.234175843,-0.33135346,-0.315348449,-0.089403766,-0.125578778,0.357502818,-0.18884385,0.075086151,-0.195796182,-0.489494302,-0.204864628,-0.09961593,-0.268931942,-0.209148212,0.047052005,0.526942043,0.194821161,-0.390126718,0.426447671,-0.030691455,-1.01968256,-0.096966826,-0.00570314,-0.04484142,0.061759575,0.005786554,-0.19810712,-0.198089638,-0.128281509,-0.522065113,-0.56520119,0.042002625,-0.079721827,-0.220682762,-0.271576912,0.154056271,0.132202743,0.005427784,0.117226242,0.018832055,-0.109695846,0.192990393,-0.008819443,0.166926808,0.032684633,0.005301278,0.141463664,0.012598739,-0.836483595,0.000381977,0.008230113,-0.357993127,-0.143300391,0.028918235,0.195150153,-0.00045738,-0.285407525,-4.36E-06,0.024388137,0.053039466,-0.04414861,-0.453461883,-0.193399872,0.391593996,-0.146493196,0.303588959,-0.248306476,0.246252225,-0.280210407,-0.002110242,-0.074090808,-0.154206454,-0.279893436
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB50367,0.026945261,0.007524509,-0.061971416,0.003649662,0.047192864,-0.045151687,0.03269762,0.101474889,-0.36579793,-0.057319583,0.156607357,-0.13094532,-0.03119312,0.33515194,-0.235026004,0.194822017,-0.483844258,-0.335714709,-0.521784023,0.291420106,-0.351286435,-0.250095573,-0.286281956,-0.400322908,0.233784729,0.158850111,0.084709866,-0.020404712,0.005881066,-0.005924816,0.284639192,-0.020342661,-0.016968138,0.115093692,0.031494987,0.055317293,0.150522036,-0.130832243,0.178517445,-0.216618321,-0.49893355,-0.047881143,-0.113516668,0.043949197,0.179687169,-0.121669712,-0.590513581,-0.240505312,0.428129683,-0.014986706,-0.38466487,-0.224614515,-0.168136517,0.106233963,0.071589098,-0.357105894,-0.060005445,0.216330742,-0.097344044,-0.056298743,-0.020748076,0.083979935,-0.045838161,-0.211194588,-0.152250183,0.600320047,0.950369665,-0.031997463,-0.160624547,-0.184990218,-0.115236312,-0.314358547,-0.150568782,-0.342349133,-0.436500623,-0.197646455,-0.460583659,-0.366468317,-0.671593602,-0.196347476,-0.668733458,-0.007861094,0.089257012,-0.606468132,-0.105681873,0.087680198,0.246852338,-0.529093841,0.022595032,0.026961036,-0.345534046,-0.015701093,0.005559366,-0.071043565,0.012344876,-0.003106194,-0.284315249,0.004013788,-1.029883252,9.50E-05,0.000317045,-0.270316195,-0.10571124,-0.00989715,0.065894138,-0.000393684,0.011945203,-5.12E-06,-0.019272207,0.040660598,0.083828251,-0.291834625,-0.146055679,-0.260149186,-0.230222609,0.537407934,-0.068822107,0.059921715,-0.502540177,0.04970918,-0.090601587,0.033086394,-0.185961288
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB4153,-0.055070561,-0.004788058,-0.08307631,-0.000454249,-0.021507447,0.080239057,-0.150012376,-0.075639171,-0.045247412,0.42521356,-0.19464654,-0.961175338,-0.0418456,-1.126626727,-1.171717712,0.39554444,-0.284629549,-0.530112812,-1.081520626,-0.412637213,-0.104649132,-0.718494939,-0.301522872,-0.358868112,0.342626015,0.222046909,0.470458257,-0.237169313,0.005618097,-0.16727698,-0.13948108,0.094785577,0.028565905,-0.148327338,0.028835763,-0.249406486,-0.779990334,-0.773871941,-0.272722095,-0.791179723,-0.291216266,0.062928186,-0.05371121,0.362822653,-0.01356516,-0.113587368,0.184378283,-0.037394263,0.10436567,0.126841941,-0.061953106,-0.961479611,-0.127308767,0.274487835,-0.141620636,-0.238913807,-0.16095537,-0.254326245,-0.350076323,-0.316898823,-0.002775062,-0.136957822,-0.3109142,-0.356632339,-0.289999016,1.495634669,1.721542414,0.199201491,0.290056896,-0.104611222,-1.259712865,-0.121634985,0.066237699,0.177790014,-0.037802647,-0.034200316,-0.357646878,-0.293557173,-0.695237722,-0.16600158,-0.625238419,0.004701013,0.036446409,-0.036832928,0.029350627,0.092478324,0.081049747,-0.071942879,0.091839322,0.02111531,-0.506610678,0.170674501,0.041472965,0.224406489,0.03287247,0.007617711,0.112837217,0.041803055,-0.498601539,0.000218531,0.009155324,-0.168522836,0.005386635,-0.001170031,0.071873172,-0.00122584,0.095991773,-2.19E-05,0.115591625,-0.129537312,-0.161669479,0.39906108,0.57139963,-0.269990725,-0.795025893,0.444081313,-0.028980442,0.008690335,-0.836663093,0.05833942,-0.026655519,0.065112422,0.088521301
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB14949,-0.00453475,-0.011321833,-0.138047225,-0.010157162,0.044430339,0.110357926,-0.838308479,-0.279286488,-0.447859737,-0.073264182,-0.131687546,-1.294134633,-0.123656661,0.007523355,-0.690889976,-0.697560077,-0.116046314,-0.769719211,-1.288396831,-0.30297413,-0.222507377,-0.800283865,-1.071052058,-1.015939386,0.711109494,0.268536853,-0.111772775,-0.065857006,0.031691399,0.017933338,0.288904645,0.360471421,-0.038005083,-0.605967726,-0.008831918,0.026209603,-0.374419848,-0.387629471,-0.475679572,0.079538163,-0.84454966,-0.178647035,-0.226096688,-0.038294474,0.458355604,-0.221291486,-0.043244145,0.10777493,0.464768076,0.160726423,0.01269993,-0.056741212,0.048778385,-0.047419949,0.199682151,-0.549760789,0.055442276,0.166658872,-0.239316579,-0.192446382,0.013381595,-0.021453823,0.331829692,0.10045718,-0.201239987,0.296243656,0.218554167,-0.210241901,0.060020281,-0.184677062,0.219351129,-0.597848361,-0.453959201,-0.061748847,-0.590443392,-0.483218355,-0.345476749,-0.355345719,-0.613472919,0.087395545,-0.50476215,-0.150257829,0.094871093,0.545527174,-0.224409269,-0.073291118,0.488834437,-0.651205185,0.168482608,0.027751565,-0.097942945,0.139936922,-0.037808116,0.116094759,0.016550675,0.002849748,0.102695723,-0.002381024,0.144348684,-0.000427076,-0.001563496,-0.197493298,0.357338397,0.008236873,0.078654787,0.00035124,-0.499666887,1.20E-05,0.09112839,-0.278068832,-0.62677976,0.219308943,0.626570801,-1.035471214,-0.992815574,-0.08035791,0.026068849,-0.439288163,-0.027341233,-0.098383796,-0.231225611,-0.705035282,1.010780153
